System,Setting,Bucket,Theme,Tweet,anno_1,anno_2,Agree,tiebreak_1,tiebreak_2,,,,,,,,
Fang,Sync,0-25,OilTheft/ClimateLeader,"On August 14, our driver also reported #oiltheft at Billy's Pocono Diner in Tannersville, PA, where thieves had broken into and robbed this Buffalo Biodiesel vat, bending the screen to steal oil. We recycle used cooking oil to make sustainable biofuel, but interstate crime rings are targeting it illegally. Please report any information to the Pocono Township Police Dept and help us end this ongoing crime wave.  
WFMZ  lehighvalleylive.com  The Morning Call The Scranton Times-Tribune  Eyewitness News WBRE WYOU  The West End Reporter  Pocono Record  Times News Lehighton  The Valley Ledger  FOX56 WOLF TV  Times Leader. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,0-25,OilTheft/ClimateLeader,"Yesterday on August 19, one of our drivers reported #oiltheft at Chute Gates in Terryville, CT, where thieves had broken into this Buffalo Biodiesel vat, cutting off the lock to rob it. We recycle used fryer oil to make sustainable biofuel, but it’s being targeted by interstate organized crime rings. Please report any info to the Plymouth Police Department. 
The Register Citizen Republican American News 12 Connecticut NBC Connecticut WFSB - Channel 3 Eyewitness News Connecticut Public Hartford Courant Record Journal Hour Newsroom. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,0-25,NaturalGasIncentive/CleanEnergyPetition,"Residents of Chittenden County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

So don't wait, sign up for a free estimate today!",1,1,TRUE,,,,,,,,,,
Fang,Sync,0-25,NaturalGasIncentive/CleanEnergyPetition,"Residents of Addison County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

So don't wait, sign up for a free estimate today!",1,1,TRUE,,,,,,,,,,
Fang,Sync,0-25,CleanEnergyProjects,Protect affordable energy and consumer choice in New York! Sign the petition today.,0,1,FALSE,1,,,,,,,,,
Fang,Sync,0-25,CleanEnergyProjects,Protect affordable energy and consumer choice in New York. Sign the petition today!,0,1,FALSE,1,,,,,,,,,
Fang,Sync,0-25,ColoradoAirQuality/SupportingBlackWomen,"Congratulations Cleo Parker Robinson!! CBWPA's 43rd Annual Tribute to Black Women ""Legend"" Honoree! 

Join us Saturday, October 9th, as we celebrate Cleo and our 2021 honorees! Visit our website for event information: https://www.cbwpa.org/43rd-annual-tribute-to-black-women-luncheon/

CLEO PARKER ROBINSON is founder and artistic director of the nearly 51-year-old Denver-based artistic institution, CLEO PARKER ROBINSON DANCE (CPRD), leading a professional Ensemble, a second company (Cleo II), a Youth Ensemble, an Academy of Dance, an International Summer Dance Institute, a 240-seat theatre which bears her name, and numerous community outreach programs throughout Colorado, nationally, and internationally. She is the recipient of honors and awards from corporate, civic, community, and artistic entities world-wide, and is continually called upon by a myriad of organizations and performance venues to bring her Ensemble for performances, teaching residencies and motivational workshops. A master teacher/choreographer and cultural ambassador, she and her Ensemble have performed nationwide and internationally throughout Europe, the Caribbean, Asia, and the African continent, with their most recent international tours taking them to Bogota, Colombia in the Spring of 2019 and Mexico in Fall 2019.

Ms. Parker Robinson’s numerous awards and honors include the Colorado Governor’s Award for Excellence (1974), Denver Mayor’s Award (1979), induction into the Colorado Women's Hall of Fame (1989) and the Blacks in Colorado Hall of Fame (1994). Recognized in Who’s Who in America Colleges and Universities she holds an Honorary Doctorate from Denver University (1991), an Honorary Doctorate of Humane Letters from Colorado College (2003), and an Honorary Doctorate of Public Service from Regis University in Denver (2008). The University of Denver honored her with an Alumni Award in May of 2021, and in June of 2021, she is receiving a 2020 Honorary Degree, Doctor of Humane Letters, Honous Causa from CU Boulder.  
In 1991, Ms. Parker served on the task force for the creation of a permanent location for the Denver School of the Arts (DSA), Denver’s first performing arts magnet school, and was subsequently honored In September 2017 at their 7th Annual Fall Gala, in recognition of her long-term commitment to excellence in arts education. She is also co-founder of the National Bahamian Dance Company, based in Nassau.   
In 2011, Ms. Parker Robinson was voted an Honorary Lifetime Trustee of the Denver Center for the Performing Arts, in recognition of her longtime commitment and lasting impact on the Center.  In June 2017, she became the recipient of the highly prestigious DanceUSA Honor Award and in September 2017, the Randy Weeks Arts Leadership Award from the Denver School of the Arts. 

Ms. Robinson has served on NEA panels on Dance, Expansion Arts, Arts America, and Inter-Arts panels for the USIS. Ms. Robinson is a regular panelist for the National Foundation for Advancement in the Arts as well as other national task forces, boards and committees in the arts arena. In April 1999, she was appointed by then President William Jefferson Clinton, with Senate confirmation, to serve for four years on the National Council on the Arts, a 14-member panel advising the Chairman of the NEA on agency policy and programs, and reviews and making recommendations to the Chairman on grant applications. 

Since 2011 and 2012, Ms. Parker Robinson has returned to her greatest passion, the art of the choreographer, creating and presenting two new full-length works, “Dreamcatchers: The Untold Stories of the Americas” and the riveting world premiere of her “Romeo and Juliet”, which was first presented in collaboration with the Colorado Symphony Orchestra. Her work “On the Edge…  Reaching to Higher Ground” premiered in October of 2014 in answer to resurging racial and human rights infractions both nationally and internationally. In Spring 2017, audiences were thrilled with the re-staging of two of her works melding the worlds of classical and jazz composition with the power, passion and beauty of modern dance – “Romeo and Juliet” and “Porgy and Bess”. Fall 2017 saw the premiere of her “Copacetic: A Tribute to Jonathon “JP” Parker”, honoring her father. In the Spring of 2018, she premiered “Lark Ascending” in collaboration with the Boulder Philharmonic. Her “Rhapsody in Black”, created in collaboration with CPRD Associate Artistic Director, Winifred R. Harris, premiered at the Newman Center for the Performing Arts, University of Denver.  In January 2019, in collaboration with the Denver Brass, she choreographed an innovative interpretation of Bernstein’s “On the Town” and Spring 2019 saw the premiere of her collaboration with the Colorado Ballet, entitled “The MOVE/ment” as part of the Tour de Force performance series at the Ellie Caulkins Opera House, Denver Center for the Performing Arts. Her most recent choreographic project brought her to UMKC in Kansas City to set a work on the students of CPRDE alum Gary Abbot, entitled “Check Cashing Day” in tribute to the jazz genius of Bobby Watson and Milt Abel. She is currently working on a new work entitled “Standing On the Shoulders” commissioned by the Vail International Dance Festival for premiere in August 2021.  
   
Cleo Parker Robinson continues to be dedicated to celebrating the human experience and potential through the Arts and Education. Her life-long vision of “One Spirit, Many Voices” remains strong and steadfast, expanding to welcome, embrace, and sustain all people.",1,1,TRUE,,,,,,,,,,
Fang,Sync,0-25,gun rights,"Democrats are pushing D.C. statehood to consolidate power and enact their radical liberal agenda. 

This legislation is unconstitutional and I will vote against it.",0,0,TRUE,,,,,,,,,,
Fang,Sync,0-25,gun rights,"The Biden/Wolf approach to the pandemic represents one failure after another. Their vaccine and school mask mandates are the latest examples. Click below, sign the petition, and say NO to these latest unconstitutional power grabs.",0,0,TRUE,,,,,,,,,,
Fang,Sync,0-25,climate action,I joined Max Gagliardi's podcast to discuss how the eco-Left is going to use the COVID playbook to use climate change to take more and more control of our lives.,1,0,FALSE,0,,,,,,,,,
Fang,Sync,0-25,climate action,NEWS OF THE DAY: AK Oil Industry Hit Hardest With Job Loss.,0,0,TRUE,,,,,,,,,,
Fang,Sync,0-25,renewables,"Last winter, failed energy policies caused the TX snowstorm to turn deadly & left Texans in the cold. Some special interest groups want to bring the same deregulation proposals to VA.
 
Thankfully, Danny Marshall, is working hard to protect reliable access to affordable power.",0,0,TRUE,,,,,,,,,,
Fang,Sync,0-25,inflation,What if the City’s natural gas ban had been in effect during the last cold snap? Stop the ban so we don’t have to find out.,0,1,FALSE,0,,,,,,,,,
Fang,Sync,0-25,anti-woke,"No matter where we come from or what our color, most of us believe that our elected leaders should reflect the very best of every kind of Auroran and govern for all of us, no exceptions.

But today, certain politicians and the greedy few have rigged the rules to silence our voices and hold onto power. They fuel divisions hoping we’ll blame new immigrants, Black people, or people struggling to make
ends meet for the damage their policies have caused us all. We can defeat their attempts to undo the will of the people.

By joining together and voting for Bryan Lindstrom for Aurora City Council in Ward 2 we make the way toward a democracy that works for all of us, no exceptions.",0,0,TRUE,,,,,,,,,,
Fang,Sync,0-25,organized cooking oil theft,"Yesterday on August 19, one of our drivers reported #oiltheft at Chute Gates in Terryville, CT, where thieves had broken into this Buffalo Biodiesel vat, cutting off the lock to rob it. We recycle used fryer oil to make sustainable biofuel, but it’s being targeted by interstate organized crime rings. Please report any info to the Plymouth Police Department. 
The Register Citizen Republican American News 12 Connecticut NBC Connecticut WFSB - Channel 3 Eyewitness News Connecticut Public Hartford Courant Record Journal Hour Newsroom. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,0-25,indigenous activism,"Weekly video outreach with the Chairwoman. The views expressed are her own with a conservative lens,",0,0,TRUE,,,,,,,,,,
Fang,Sync,0-25,pro oil and natural gas,Sen. Kaine wants to strengthen America's economy with millions of good-paying clean energy jobs - to recover now and build for the future.,0,0,TRUE,,,,,,,,,,
Fang,Sync,0-25,TPUSA,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the crisis going on at the Texas border.

At 5:30 PM ET / 2:30 PM PT the TPUSA LIVE team talks about the “Missing White Girl Syndrome”, the Immigration crisis, and all the wacky things we’ve found on social media this week. 

On The Frontlines host Isabel Brown sits down with Olivia Sandor about vaccination mandates at BYU Hawaii and watch SMASH with MAGA Hulk, Stephen Davis as he annihilates The Left’s crazy rhetoric. 

We will wrap up the show with POPlitics with Alex Clark as she dives into the latest findings of the Gabby Petito case and more.",1,1,TRUE,,,,,,,,,,
Fang,Sync,0-25,conservative school board,"Read the latest breaking news.
Next thing is the teachers union will want to tax our homes 🏡 to bail out their bad financial decisions.

Just like the  Bellbrook- Sugarcreek union is demanding the community pass this unbelievable, $22,540,000.00 property tax levy,  to cover their lavish wages, Cadillac benefits, bonuses, pensions, and Pickups. 

Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021. Be a good neighbor and VOTE NO, for the 4th time on May 4th!

NO MEANS NO!

https://www.daytondailynews.com/local/teachers-pension-fund-loses-525m-on-panda-power-deal/C4ZMA4GUWVHIZH6QV4NJGGC6UI/. ",0,1,FALSE,0,,,,,,,,,
Fang,Sync,25-50,AntiGunBan,"Yesterday, our democracy stood strong against the Democrats’ partisan power grab that failed to pass the Senate. This sweeping election reform bill was never about “voting rights” like Democrats claimed, it was about one party taking control of our country instead of American voters.

The “For the People Act” would have weakened the security of our elections, banned voter ID laws, and used your tax dollars to fund political campaigns. The radical left has been pushing the lie that this bill is necessary election reform, but Americans know better.

Thank you to the Republican Senators who voted to defend our democracy from being eroded into a partisan and D.C. controlled mess.

While this horrible legislation failed, the fight to protect our elections is not over. We must continue to defend our voting rights and pass legislation that strengthens our democracy instead of weakening it.",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,AntiGunBan,"Joe Biden promised he had a plan to “shut down the virus.” He lied and he failed. Now he wants to shut down businesses. 

Biden’s coercive tactics are un-American, unconstitutional, and won’t work to actually get people vaccinated. Biden and his administration conceded as much.The reason vaccination rates have stalled is because of Joe Biden.
*    He sowed doubt about the vaccine during the campaign – he never apologized.
*    He lied about who developed the vaccine as president.
*    He insulted Americans with questions about the vaccine.

Now, after he has been exposed as a failure and a liar, he has embraced coercive authoritarian tactics. Here are just a few of the lines from his draconian speech:

*    He came out against “freedom or personal choice.”
*    He threatened to get elected state leaders ""out of the way” if they don’t cooperate.
*    He hurried from questions, refusing to answer if his orders are constitutional.

You can be pro-vaccine but anti-coercion. This is America. We believe in freedom and personal choice, and we reject hypocritical wannabe tyrants drunk on power and desperately trying to distract from their own failures.",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,EnvironmentalConservation,We know the power of financial advocacy to protect sacred places like the Arctic National Wildlife Refuge -- where every major American and Canadian bank has ruled out funding drilling projects. Now we must use it to help #StopLine3. Take action now!,1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,EnvironmentalConservation,New Mexico public workers: join the fight for fair pay. Send an email to the governor supporting a $15 minimum wage.,0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,SchoolBoardFinances/GasInfrastructure,"Democrats seem to have it out for Indiana's working families. With their climate change restrictions, they're skyrocketing the cost of gas. Our budgets can't handle the stress and these careless restrictions need to end.",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,SchoolBoardFinances/GasInfrastructure,"FYI – Government-Controlled Power comes with a price tag of $13,500,000,000. Get the facts: www.maineaffordableenergy.org.",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,AntiGridDeregulation/PoliticalActionAds,"We need all Patriots to help us Restore Virginia.

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, July 17th, 2021 in Lexington , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;
The Biggest Lie in Politics - and how the political class uses your convictions against you;
How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and
How to put pressure on legislators.
All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.

If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, July 17th, 2021 in Lexington , VA. We’ll even throw in lunch.",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,AntiGridDeregulation/PoliticalActionAds,"We need all Patriots to help us Restore Virginia.  

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, August 14, 2021 in Norfolk , VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;

The Biggest Lie in Politics - and how the political class uses your convictions against you;

How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and

How to put pressure on legislators.

All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.
If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, August 14, 2021 in Norfolk , VA. We’ll even throw in lunch.",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,CleanEnergyGoals,"New regulation was recently passed, by the Arizona Corporation Commission, limiting access to solar!

While this is unwelcome news for SunSolar Solutions, and homeowners, there’s still time for most Arizona homeowners to receive their solar estimates, without any hassle!

Unfortunately, information has not yet been released to the public regarding how close 85383 is to reaching its limit, and it could be reached at any time.
 
So don’t miss out! Join over 7,000 of your neighbors that have requested estimates, from SunSolar Solutions, by clicking “Get Quote” today!",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,CleanEnergyGoals,"""We can't keep letting fossil fuel companies abandon local communities..."" - CEJA Chief Senate Sponsor Sen. Castro. ",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,BellbrookSugarcreekConservativeElections,"Remember this posting when voting.
These are the people supporting Brinegar, Pressnell, and McCarthy.

This is the hate these candidates refused to denounce and allowed from their supporters for the last two years.

Hate and Intolerance can never be allowed to gain the power over your families and our communities.",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,BellbrookSugarcreekConservativeElections,"The more facts and evidence we uncover, the clearer it becomes, the Sugarcreek Police Department needs to be taken over by Greene County Sherriff Gene Fisher. 

When a police department is corrupted from the top-down, influenced by those in political power, Ohio Law no longer applies.  The Police can never become a weapon to be used against the opposition of those in power.",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,inflation,"A nationwide ban on natural gas and oil leasing and development could reverse progress toward U.S. energy security, threaten America’s economic growth and cut nearly a million jobs.",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,renewables,"13,000 MW can power millions of U.S. homes each year. Learn more about how mining will help combat the climate crisis.",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,ConservativePoliticsEvents,"Looking for more information about the state's upcoming special session? Concerned about how much still has to be decided - and how it will impact your family, your community, and your business?

Join AFP-MN State Director Jason Flohrs for a conversation with Chair Michelle Benson for a conversation about the recently announced budget framework and the ongoing work conference committees will be doing prior to a planned June 14th special session. 

Have a question for Senator Benson? Post it in the comments below!",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,ConservativePoliticsEvents,"Join Us for Freedom Square powered by Turning Point USA—LIVE from Dream City Church in Phoenix, Arizona— empowering American Christian leaders and faithful with the resources, training, and knowledge they need to engage in civics to strengthen families, communities, and our nation!",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,TPUSAAd,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the lawsuit involving Alec Baldwin, the rising number of drug overdoses, a possible technological glitch in Rittenhouse evidence, & is there a secret plot causing gas prices to soar?

The TPUSA LIVE team is joined by host, Jon Root, and special guests Alex Clark, Christine Yeargin, Colton Duncan, Dave Morgan & Debbie Gillespie who will talk about airlines and their mandates, the Professor Watchlist, & play 'Law or Nah.'

Benny on the Block host Benny Johnson covers the NASCAR Cup Series Finale at Phoenix Raceway with Matt DiBenedetto.

We will wrap up the show with POPlitics with Alex Clark as she dives into the hilarious moment on Laura Ingraham's show, Chuck E Cheese Pizza conspiracy, T-Swift playing in the White House, and more!",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,TPUSAAd,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses the most recent updates in the Kyle Rittenhouse trial, the FBI leaking communications between Project Veritas and a lawyer, and Scottsdale School Board making a private dossier on parents!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Isabel Brown, Jack Posobiec, and Connor Clegg who will talk about the Scottsdale School Board, Rittenhouse trial, LeBron James and more!

The Spillover host Alex Clark sits down with former U.S Navy SEAL and American hero, Robert J. O'Neill to talk about his story as a member of SEAL Team 6 and the time he shot and killed Osama Bin Laden.

We will wrap up the show with POPlitics with Alex Clark as she dives into why she loves Nicole Kidman, defunding camera crying, freak of the week, and more!

#KyleRittenhouse #BigGovSucks. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,DomesticOilAndGasProduction,"A one-time release of oil from the Strategic Petroleum Reserve will do nothing to address the broader set of factors impacting prices at the pump, including inflation, supply chain disruptions and higher ethanol costs. The Biden Administration should focus on policies that promote U.S. energy production and refining, like right-sizing RFS mandates. Our full statement:.",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,DomesticOilAndGasProduction,"President Biden's $2 trillion social spending bill which would tax the oil & natural gas industry into obsolescence isn't just a bad idea... it's not even likely to happen. The world depends on oil and natural gas for MUCH more than energy — that's what the far left can't seem to understand. Instead of punishing our industry, American politicians should be promoting it. Why shouldn't our nation be the worldwide leader in ushering in an age of energy security to every corner of the globe? 

Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/3pwS3Wa. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,ClimateChange,"Join our partners Just Transition NWI for an in-person screening of Indiana Environmental Reporter journalist Beth Edwards' award-winning documentary, In the Water. 

In the Water tells the story of Indiana's legacy of coal ash, the toxic waste product of burning coal.",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,ClimateChange,NIPSCO is storing coal ash on the shores of Lake Michigan. This toxic substance can cause cancer and other serious health problems.,0,1,FALSE,0,,,,,,,,,
Fang,Sync,25-50,Pipeline,"Our work right now is about holding our leaders accountable. And the Biden administration is maintaining the Trump administration's position to allow dirty oil to flow through the Dakota Access Pipeline. 

Tell President Biden: DAPL needlessly endangers the Standing Rock Sioux Tribe, our waterways, climate, and future -- and it must be shut down immediately >> https://sc.org/3e4sPsi. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,Pipeline,"Call the White House and tell Pres. Biden to Stop the Line 3 Pipeline! Line 3 will route a million barrels of tar sands oil daily from Canada to Wisconsin, straight through the heartland of Minnesota, violating Indigenous treaties and threatening the Great Lakes Watershed.

Enbridge, a Canadian pipeline company, is to blame. They're also responsible for the largest land-based oil spill in US history.

An Indigenous-led movement has been fighting the Line 3 pipeline for years. Will you stand alongside them and call on President Biden to take action?

Call the White House now and tell President Biden: Stop Line 3!",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,BuildBackBetterAct,"Representative Janet Yang Rohr voted for the Climate and Equitable Jobs Act and it is now law in the state of Illinois!

The Climate and Equitable Jobs Act will:

✅Curb dangerous air pollution

✅Combat the climate crisis

✅Create thousands of high-quality jobs in Illinois

Please join us by adding your name to thank Representative Janet Yang Rohr today.",0,0,TRUE,,,,,,,,,,
Fang,Sync,25-50,BuildBackBetterAct,"Our own Steve Cochran spoke to NH Talk Radio about the need to pass the #BuildBackBetterAct and how it will help us tackle the climate crisis.

The Build Back Better Act makes historic investments to help us transition to a clean economy. This bill puts people front-and-center as we look to rebuild our economy and combat climate change.

https://www.nhtalkradio.com/?p=16695. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,AntiGridDeregulation,Government Controlled Power creates a quasi-government entity to takeover Maine’s  power grid and authorizes private assets to be seized through eminent domain. Sound like a good policy?,1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,AntiGridDeregulation,"Government Controlled Power:
1. Creates a quasi-government entity to takeover the power grid
2. Authorizes private assets to be seized through eminent domain
3. Comes with a price tag of $13,500,000,000. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,LiberalTaxHikes,Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Andy Kim at 732-504-0490 and tell them: new taxes on U.S. energy is a BAD idea!,1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,LiberalTaxHikes,"CA already imports 70% of the oil & gas we use, and now some Sacramento politicians want to get rid of local production entirely— that means even more foreign oil imports and higher gas prices for all Californians. SB-467 is a costly bill that would kill thousands of local blue-collar jobs.",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,NativeAmericanCulturalPreservation,"You don't want to miss our next Anpetu Wi Dialogue on Thursday, May 20th where we will host a live, virtual conversation between four esteemed women: Tara Houska (Couchiching First Nation), Rep. Ruth Buffalo (Mandan, Hidatsa, and Arikara Nation), Tokata (Future) Iron Eyes (Standing Rock Sioux Tribe), and Fawn Wasin Zi (Standing Rock Sioux Tribe). As activists, advocates, politicians, and teachers, these Women of the Movement will discuss their leadership, activism, current roles, and future plans.

Mark your calendar -> click the link in our bio to register for the event!

#listentolearn
#nativeamericans
#NODAPL
#indigenoushistory
#nativeamericanroots
#indigenousunited
#indigenouspeople
#SAGE
#SRST
#SAGESRST
#IndigenousWomen
#ClimateJustice. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,NativeAmericanCulturalPreservation,"Chairwoman of SAGE Development, Fawn Wasin Zi, will join the Women of the Movement dialogue this month. Fawn has a background in biology, and she firmly believes it is her duty to speak for those, Unci Maka (Grandmother Earth) that cannot speak for themselves, ""I'm personally involved in this on the basic level that I'm a biologist, and I want to save the world"". Learn more and join us for this month's Anpetu Wi Dialogue with a live discussion with Fawn, Tara Houska, Rep Ruth Buffalo and Tokata (Future) Iron Eyes by clicking the link in the bio.

#listentolearn #nativeamericans #NODAPL #indigenoushistory #nativeamericanroots #indigenousunited #indigenouspeople #SAGE #SRST #SAGESRST #SayYestoWind #StopLine3 #ShutDownDAPL. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,OilTheft/ClimateLeader,"Our driver also reported another #oiltheft on August 20, at Two Brothers Pizza in Laurys Station, PA, where this Buffalo Biodiesel vat had been broken into and robbed, the lock and lockbar torn out. Buffalo Biodiesel recycles the used cooking oil to make environmentally sustainable biofuel—instead, it’s being targeted by organized crime rings across state lines. Please report any relevant information to PA State Police and help us stop these criminals. 
WFMZ lehighvalleylive.com The Morning Call The West End Reporter Pocono Record Times News Lehighton The Valley Ledger. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,OilTheft/ClimateLeader,"On July 20, our driver also reported #oiltheft at Kelley's Creamery in in Dover Plains, NY, where this Buffalo Biodiesel vat had been broken into and robbed—one of two #oilthefts in Dover Plains that same day. Buffalo Biodiesel recycles the used cooking oil to make environmentally sustainable biofuel, but organized crime groups are intentionally targeting our ""Ma and Pa"" suppliers across state lines. Please report any information to New York State Police  and help us stop this rising wave of rampant oil theft.
Poughkeepsie Journal  Poughkeepsie Journal Media Daily Freeman  News 12 Hudson Valley  Spectrum News 1 Hudson Valley  ABC7NY  CBS New York Organized Crime and Corruption Reporting Project The New York Times New York Post. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,NaturalGasIncentive/CleanEnergyPetition,"Residents of Franklin County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

So don't wait, sign up for a free estimate today!",1,1,TRUE,,,,,,,,,,
Fang,Sync,25-50,CleanEnergyProjects,Protect affordable energy and consumer choice in New York! Sign the petition today.,0,1,FALSE,1,,,,,,,,,
Fang,Sync,25-50,CleanEnergyProjects,Protect affordable energy and consumer choice in New York. Sign the petition today!,0,1,FALSE,1,,,,,,,,,
