theme,top_25_tweets,Annotation
Vaccine_accessibility_and_distribution,"We had a very successful turnout at the COVID-19 vaccine drive yesterday at Gurdwara Singh Sabha of Washington! More than 400 vaccine doses were administered, making this the largest community vaccine event done by King County Public Health! @KCPubHealth @HealthPointCHC @UWSSA https://t.co/EoKNEfz7xx",1
WhereToGetVaccine,"People 65 and older can register for Covid vaccine at Walgreens, starting today https://t.co/dgTHcmRHlD via @vtdigger",1
AdvocateForVaccine,Waiting for the COVID vaccine! https://t.co/gmSZnXQa60,1
ReceivedfirstdoseofCOVIDvaccine,Getting the Covid-19 vaccine 💉 tomorrow.,1
RepublicansdownplayingCOVID,"@FoxNews Think of the lives you could save if you put that much effort into persuading your groupies to get vaxxed. 

You don't even have to write a new article. Just spam this one daily. 

Don't you want Donnie to get credit for saving everyone with his vaccine?
https://t.co/u4sKWKhSV8",1
NewsarticlesaboutCOVIDvaccineprogress,COVID-19 Myth vs. Fact: Vaccine Hesitancy Home Study https://t.co/2ykgENQ72Y #covid #vaccinehesitancy #twitterx,0
AntiRepublican,"Texas Governor Greg Abbott (R), who enacted bans on mask and vaccine mandates in the Lone Star State, tested positive for COVID. Abbott is fully vaccinated. 

 https://t.co/kJcFheIP4H",0
AntiRepublican,Johnson &amp; Johnson COVID-19 Vaccine's 66% Efficacy Rate Not the Entire Story  | BioSpace https://t.co/OVcxaa1Dia #jobs,0
Experiences_of_vaccine_side_effects,This covid vaccine is about to fuck me up later. I feel it 😭😭😭😭😭,1
Information_about_covid_vaccine_availability_and_appointments,COVID vaccine: People 50 and up can get shots today. Here’s where to find them. @HealthyFLPBC https://t.co/3SfbPcACuk,1
Providing_resources_to_those_who_are_not_involved_in_the_covid_debate,"@Noodle_Keg @lightstix1 @CNN Just incase you don't like NYT

https://t.co/ODoSood4T6",0
ProCOVIDvaccine,Family: Broward teen on ventilator with COVID planned to get vaccine before start of school https://t.co/jdEhMueHkH,0
ReceivedfirstdoseofCOVIDvaccine,i got my first dose of the COVID vaccine today .,1
Skepticism_over_the_covid_vaccine,People who won’t get the vaccine but get Covid. https://t.co/RhNgECEwlu,0
AdvocateForVaccine,Almost All U.S. Physicians Have Gotten a COVID Vaccine | US News https://t.co/fqkjB6MjcM,0
VaccineEfficacyDenial,"""[D]ata show that anti-disease vaccines that do not prevent transmission can create conditions that promote the emergence of pathogen strains that cause more severe disease in unvaccinated hosts."" Don't think vaccine will be the end of covid. Stay healthy!
https://t.co/hNZr3yqn4h",0
Skepticism_over_the_covid_vaccine,"@B52Malmet Well, fear mongers now have people worried they might die if they take the vaccine to avoid dying from covid. Maybe the root problem is simply fear of dying. There's a solution for that tho! Repent &amp; surrender to Christ; ask Jesus into your heart, be born again. Trust &amp; obey God.",0
VaccineSymptomReport,"Covid vaccine symptom watch, Day 3: I’m basically back to normal. I’m back to feeling like a 31 year-old lady! Yesterday I had like one chill every now and then and I felt like my body was about 80 years old all day. My body has never hurt like that before in my life.",1
ProCOVIDvaccine,"BTW. All but 4 unvaccinated people contracted Covid when it came thru. So like roughly
⅓ of the vaccinated vs roughly ¾ of the unvaccinated contracted it. Apparently the vaccine is a bit more twice as good as no vaccine (although many other factors exist)",1
Vaccine_accessibility_and_distribution,16 and up eligible for COVID-19 vaccine in Ohio starting Monday https://t.co/smhUsdBmP4,1
Criticising_The_President,@TomiLahren Many of the illegals have Covid but they mostly aren’t tested since the #DemoCommunists don’t want the answer nor the illegals immediately given the vaccine when invading.  It’s complete #Treason by Biden admin to have open borders during a pandemic. Should close the border ! https://t.co/Ps1vcmwCW8,1
ProCOVIDvaccine,"The @revjjackson #covid #vaccine #america #covid19 @ Marietta, Georgia https://t.co/RNOx9vzWKb",0
ProCOVIDvaccine,"@BBCBreaking As a US citizen, hoping to get my covid vaccine soon, I am glad that we have so many vaccinations here and also coming. I do feel bad though when I see reports that we are hoarding them as a wealthier nation &amp;other poor countries are struggling and can't even vaccinate healthcare",1
GetyourCOVIDvaccine,"#ImVaxxedAreYou
My son was fully vaxxed back in June.
Last week he tested positive for COVID-19 
He’s fine now thanks to the Pfizer vaccine.
Get Vaxxed and stop being so selfish!
Vaccines 💉 save lives.",1
AntiCovidVaccine,How can I be anti-vaccine when the only one I haven’t taken is the covid one? Fuckin boneheaded idiots 😂😂,1
Vaccine_accessibility_and_distribution,@MassGovernor when and where can we get a CoVid vaccine?  This is taking too long!,1
AdvocateForVaccine,@BrianLehrer Maybe vaccine hesitancy wouldn’t be so high if there was access to affordable healthcare? I personally would rather get covid than have to pay thousands of dollars to be rushed to the hospital due to blood clots.,0
Encouraging_people_to_get_the_covid_vaccine,We’re up and on our way to get the Moderna COVID vaccine. #TakeYourBestShot https://t.co/M9PwNEdDSS,1
AntiCovidVaccine,"On Monday I received notice from WA and NY that I was exposed to COVID. Thank goodness I’m vaxxed and wear a mask—I was exposed 2x and thanks to Moderna, I tested negative. The vaccine works",0
ProCOVIDvaccine,"Oh, @davidlgutman @ErikaJSchultz. This is a lovely way to herald the start of Washington’s nearly universal vaccine eligibility. https://t.co/3m0xHK6gFZ https://t.co/rxTXWKsnAq",1
AntiRepublican,"Meh - covid is no big deal. I'm healthy, I'm not scared of an over-blown flu!

Interesting how every single one of them come out the other side of a covid infection with ""a new outlook on life"" and their vaccine hesitancy cured. https://t.co/aIVtdFypnT",0
GetyourCOVIDvaccine,Just signed up for my COVID Vaccine. We outside bitch. https://t.co/QzulTTa3pD,0
Receiving_first_dose_of_covid_vaccine,Got my second COVID vaccine today. JMMC's vaccine clinic is very efficient. I am grateful to have this out of the way. By the end of May every adult member of my household will be fully vaccinated. Hoping that the Pfizer vaccine gets offered to the 12-15 group soon.,0
ProCOVIDvaccine,"@voxdotcom - There is NO HERD IMMUNITY w/Covid19 - so will u STOP yapping abt it. Even w/the vaccines - they admit on the paperwork when u get your shot - they have NO IDEA how long the vax will b good 4/will work - they rushed these vaccines.

https://t.co/VhYqnP5MPf",0
Information_about_covid_vaccine_availability_and_appointments,"New COVID vaccine appointments available for 37601 at Walgreen Drug Store, 1430 S ROAN ST, JOHNSON CITY, TN. Make your appointment at https://t.co/W3ki0Bekd0",1
AdvocateForVaccine,"ICYMI: Fully vaccinated people don’t have to get tested for Covid-19, if exposed to the virus and not showing any symptoms. #MorningRushATL https://t.co/XMigXIzw7W",0
Encouraging_people_to_get_the_covid_vaccine,"My kid gets weekly COVID tests now thanks to @henrymcmaster’s complete lack of COVID controls in schools. The literal only human in my family without a vaccine can’t  depend on her governor to protect her.  

Don’t worry. Mama got this. Without back up. Per usual.",0
Promoting_covid_related_news_articles,New numbers show just how effective COVID-19 vaccine is https://t.co/uZhm6awran via @NJSpotlightNews #GetVaccinated #WeCanDoThis,1
AdvocateForVaccine,Covid Vaccine | Events https://t.co/4tOfJCXSgu,0
AdvocateForVaccine,@kim_kwasRN @denise_dewald @TriciaTNK I worked for an ICU nurse. She had to leave. She can’t take another Covid. This time people had opportunity for Vaccine and won’t take it. Now it’s also children and it’s too much,1
GettingtheCOVIDvaccine,"Appointments for #COVIDVaccines are available TOMORROW AFTERNOON at the Gallatin County Fairgrounds! 💉

Sign up for your FREE appointment here: https://t.co/42CBpaUwEY

Info on how to prep for your appointment: https://t.co/DfbXuQNcNj

#GallatinCountyMT #HealthyGallatin https://t.co/nPKg19wGrP",1
Against_covid_disbelievers,"You could have a couple months to live without fear of dying of COVID.'

A man battling cancer shares why others with chronic conditions need priority for the vaccine NOW. He's not even advocating for himself since he’ll qualify sooner.

BACKGROUND: https://t.co/5KYERf8xlH https://t.co/2DpXewczEo",0
VaccineEfficacyDenial,"@TheDamaniFelder Lmao take a vaccine that’s only purpose is to lessen the symptoms of Covid, yet it gives you worse symptoms than the virus itself. Makes sense😶",1
Providing_resources_to_those_who_are_not_involved_in_the_covid_debate,"@Kaleb27895390 @FoxNews Like this one? LOL
https://t.co/u4sKWKhSV8",0
FDA_Approval_of_covid_vaccine,"Moderna's COVID-19 vaccine aces trial in teens, teeing up back-to-school FDA approval https://t.co/MzQ9ne1hS7",1
FDA_Approval_of_covid_vaccine,"Study: Pfizer, Moderna COVID-19 vaccine protection could last years https://t.co/oGVEwDk43O via @YouTube",0
GotVaccinated,My mom received her first COVID vaccine today!!!! One step closer to being able to visit and give her a HUG!!!!!  #COVID #vaccine #mom #hope #hugs,1
VaccineEfficacyDenial,"@KaeWhy270 @scarytiger204 @OneManWufpack @PackAthletics @NCStateBaseball Also understanding that the science of this “vaccine” does NOT prevent ANYONE from getting covid. It may lessen the symptoms, but WILL NOT PREVENT from getting it. Also, important side note U CAN STILL TRANSMIT CoV after vaccination.  Get out of here with ur nonsense.",1
AntiCovidVaccine,"@ItsSamG @foreshadowboxer @DJayC4 @globaltravel62 The public doesn’t know that &amp; they let down their guard due to the messaging. It’s cost some their lives. That’s all. I’m not against or for vaccines. I have taken flu/tetanus shots before, etc. I have many questions and most are unknown for now. https://t.co/CrzbDdmNaC",1
ReceivedfirstdoseofCOVIDvaccine,Got the first shot of Moderna anti-COVID-19 vaccine! https://t.co/4sK4TcHfK3,1
