ID,System,Setting,Bucket,Theme,Tweet,Anno1,Anno2,Anno3
253,Fang,Sync,0-25,wholesome reactions to getting the vaccine,Mark has inevitably caught my cold that I had and we get our first Covid vaccine shot tomorrow. I'm such a worry wart and I'm scared of how much more sick he's going to feel after. I'm so nervous. I hate it.,0,,0
254,Fang,Sync,0-25,wholesome reactions to getting the vaccine,"Glad I'm feeling fine 48 hours post 2nd COVID vaccine since my 18 month old has diarrhea and a fever 🤒 He is now pretty content, drinking and peeing though 🙏 Headed to the pediatrician later just in case.",0,,0
255,,,,,,,,
256,Fang,Sync,25-50,announcing vaccine eligibility,"@HoustonHealth Hi, my mother was scheduled to receive the Covid-19 vaccine on Wednesday at 1 pm at the Sharpstown Health Center.

Will that still proceed given the weather?",0,0,
257,Fang,Sync,25-50,announcing vaccine eligibility,"Publix Supermarket.. a place you can pick up fresh fruit, vegetables and now a Covid-19 vaccine. Tonight at 11pm you’ll find out who’s eligible to receive these shots and what stores you’ll find them in! @WFLA https://t.co/GjJwTyf2jM",1,1,
258,Fang,Sync,25-50,announcing vaccine eligibility,"Over the weekend, #BCH sent out an email update to the community regarding COVID-19 rates &amp; hospitalizations, testing, Vaccine Clinic hours, &amp; third doses for eligible individuals. 

Read more at https://t.co/p4O9D0G8Bp

Our community is weathering the pandemic …

1/2 https://t.co/dgveru6Z31",1,0,0
259,Fang,Sync,25-50,anti-vaccine conspiracy outcomes,Damn 😳 Nvm covid sexy as fuck I'm canceling my vaccine https://t.co/cLvFynaOK6,0,1,0
260,Fang,Sync,25-50,anti-vaccine conspiracy outcomes,"During the vaccine priority period I helped ~100 eligible people get appointments here in NYC. But I refused to help anyone who was confirmed to have had Covid

Turns out I was right, by a lot

It’s deeply troubling that I nailed this issue, while our medical leadership did not",0,0,
261,Fang,Sync,25-50,anti-vaccine conspiracy outcomes,If you think the Covid vaccine comes from aborted babies pls stay away from me,1,0,0
262,Fang,Sync,25-50,appeal to get vaccinated,"Y’all, our #COVID ICU unit is full. All of our ICUs are full. All of our ICU teams are flooded. Our ED is packed. We are turning away hospital transfers because there isn’t room. The #DeltaVariant is real. Masks work. Vaccines are safe and effective. Please get your vaccine! https://t.co/HX3igoXAMW",1,1,
263,Fang,Sync,25-50,concerns about  effects of vaccines,"If ur using the excuse that the #covid vaccine isn’t FDA approved:  Know what else ISN’T? 
*Vitamin &amp; mineral supplements
*Infant formulas 
*All dietary supplements (ginseng to melatonin, appetite suppressants, everything @ GNC)
*Tobacco products *CBD *Cosmetics
The list goes on!",0,1,0
264,Fang,Sync,25-50,corelation between trauma and covid,@DrMarthaGulati @pfizer @iamritu @DocSavageTJU @mmamas1973 @purviparwani @DBelardoMD I have not seen. It has been seen in patients with Covid-19. Probably stress induced as is likely the case with the vaccine. Did patients have usually risk factors for Shingles? There is some stress in individuals getting vaccine.,1,0,1
265,Fang,Sync,25-50,corelation between trauma and covid,"Nice article about COVID-19 efficacy for those who were infected w/ SARS-CoV2…the vaccine reduces morbidity &amp; mortality, compared to those who were infected &amp; were not vaccinated.

#COVID19 #pandemic #VaccinesWork #VaccinesSaveLives #thisisourshot 

@ThisIsOurShot @VacunateYa https://t.co/0YksO1Rf7K",0,0,
266,Fang,Sync,25-50,covid related deaths,This is great. It's only fitting that the one country that gave absolutely no fucks about Covid is rewarded with enough vaccine for everyone. USA! USA! USA! https://t.co/9OuRxfgHfO,0,0,
267,Fang,Sync,25-50,covid related deaths,Foreal tho!! I can bet you the anti vaccine ppl will be the first to go to the hospital if they got covid! https://t.co/xpthXoYzqA,0,0,
268,Fang,Sync,25-50,covid related deaths,Lmao for real when people was like now we need that covid vaccine to travel had me lost https://t.co/BeVVSDacLb,0,0,
269,Fang,Sync,25-50,criticism of governments' response to vaccine,"This explains why when I ordered a salad for lunch the other day my dressing choices were French, Russian, Italian, vinaigrette, Moderna, Pfizer or Booster. #COVID19 #vaccine #CovidVaccine https://t.co/YtsSPIDNaT",0,1,0
270,Fang,Sync,25-50,criticism of governments' response to vaccine,This is great. It's only fitting that the one country that gave absolutely no fucks about Covid is rewarded with enough vaccine for everyone. USA! USA! USA! https://t.co/9OuRxfgHfO,1,0,1
271,Fang,Sync,25-50,criticism of governments' response to vaccine,Americans really think the vaccine is only out to target and kill them as if other countries don’t also have their own vaccines for covid……,0,0,
272,Fang,Sync,25-50,family covid vaccine experience,"@TheLucasBlack True. I got first shot, got covid 1week later, then got 2nd vaccine when I came back to work. Healthcare worker. My sisters got covid, they chose not to get vaccine after. It's a choice, should not be mandated.",1,1,
273,Fang,Sync,25-50,family covid vaccine experience,Each time someone I love gets the covid vaccine I breathe a little easier 😰,0,1,0
274,Fang,Sync,25-50,family covid vaccine experience,I’m so glad to see my friends that were against the covid vaccine start getting them. Better late than never. 👏🏽,0,1,0
275,Fang,Sync,25-50,halting vaccination due to adverse effects,New Orleans Archdiocese Asks Catholics to Avoid Johnson &amp;amp; Johnson COVID Vaccine https://t.co/mw5UwsBLgI via @YahooNews,1,0,1
276,Fang,Sync,25-50,halting vaccination due to adverse effects,"https://t.co/uSXefpygMg

A key FDA committee meets Friday to review the one-dose COVID vaccine from J&amp;J. Authorization for its use in the US is expected to swiftly follow.",1,0,0
277,Fang,Sync,25-50,halting vaccination due to adverse effects,"Will this change your mind about getting the coronavirus vaccine?? (I got both doses of #Pfizer, months ago, when it had emergency use authorization).
NEW today: FDA approved that Pfizer one for the prevention of #COVID19 in people ages 16 and older.
https://t.co/9P8hw22Kqp https://t.co/1aFOFBMbC0",0,0,
278,Fang,Sync,25-50,immediate personal side effects,"Side effects to Pfizer vaccine so far are mild. I’m feeling tired ✅, headache ✅, light-headed ✅, &amp; muscle pain ✅. I was itchy the 1st hour, but it went away without medication 

All better than Covid - trust me, I’ve had it https://t.co/NLJSMJgWSB",1,1,
279,Fang,Sync,25-50,inefficacy of vaccine,"Y’all upset we gotta get booster shots for the covid vaccine but will get an annual flu shot, Tdap booster, Hep B booster, etc.??? https://t.co/aFDWX8n07R",0,1,0
280,Fang,Sync,25-50,inefficacy of vaccine,"You people understand that there is absolutely no evidence AT ALL to support the idea that the vaccine prevents you from getting and spreading COVID, right? This would have happened wether they were vaccinated or not, ya ding-bats. https://t.co/DeyNWCLcB5",1,1,
281,Fang,Sync,25-50,inefficacy of vaccine,@WashTimes How the hell does it work when u still get infected buy covid. Last i remember a vaccine like polo and the measles will prevent u from getting it. So explain to all Americans how this is a vaccine and it works. Without the bullshit. All u do is lie.,1,1,
282,Fang,Sync,25-50,institutional adverse childhood experiences,"@wiccapyre Yes… It does, in fact, make me feel like a big boy. I’m a big boy who accepts the risks of COVID-19 and weighs them against the risks of experimental gene therapy experiments, in the forms of AstraZeneca and Moderna, and an experimental vaccine in the form of J&amp;J…",0,0,
283,Fang,Sync,25-50,institutional adverse childhood experiences,@nytimes I am at high risk for severe complications from COVID I survived round 1. I will not be getting the vaccine. I believe in natural immunity https://t.co/zTRVne9Pd2,0,0,
284,Fang,Sync,25-50,non-covid vaccine comparision,Welp looks like imma be wearing a mask forever lmfao…. COVID vaccine my dick.,0,0,
285,Fang,Sync,25-50,non-covid vaccine comparision,@CorieWhalen Something I was worried about and is already happening is that Covid vaccine skepticism has drastically increased the reach of those who are against all them (like MMR for kids) and that the number of kids not getting the “regular” vaccines will skyrocket.,1,1,
286,Fang,Sync,25-50,non-covid vaccine comparision,The experts will soon push Mu  only because they believe Mu will force another vaccine on the 🌎 for profit A new COVID-19 variant called Mu that might be able to evade immunity from vaccines has been detected in almost every US state #NewsBreak  https://t.co/3XvIlXnArf,0,1,0
287,Fang,Sync,25-50,pharmacy hiring,"Our community is part of the Merrimack Valley Regional Collaborative, bringing the COVID-19 vaccine to our community. Check our website for vaccine clinic and appointment information https://t.co/jiBtgre2UF",0,0,
288,Fang,Sync,25-50,proof of vaccine,It's so crazy to me how we have a covid vaccine that's completely optional but yet it's legal for your employer to require it for you to work there... like tf. Yall don't see non wrong with this!?,1,1,
289,Fang,Sync,25-50,proof of vaccine,"I understand @POTUS and @TheDemocrats reluctance to enforce vaccination rules around COVID based on the violent environment, but why no incentive to be vaccinated? Yet still need test to return into the country from travel, etc. Risk vs cost to incentivize the vaccine seems easy?",1,1,
290,Fang,Sync,25-50,proof of vaccine,"""Pentagon to require COVID vaccine for all troops by September 15""
Cue the wailing in 3...2...1",1,1,
291,Fang,Sync,25-50,state vaccine eligibility,"Following the CDC announcing new COVID-19 vaccine guidelines, local health departments in Northeast Tennessee say it will still take longer for them to expand vaccine access to new age groups. https://t.co/jDJz2v1nWc",1,1,
292,Fang,Sync,25-50,state vaccine eligibility,"If you live in King County Wa and are qualified for a Covid 19 vaccine, this site is open for booking. Advice: Click skip when it asks for your insurance information. By the time you get it filled it, the time you picked will be gone https://t.co/WzPqJYtVtk",0,1,1
293,Fang,Sync,25-50,state vaccine eligibility,St. Joseph Health to begin administering COVID-19 vaccine to Phase 1B patients this week https://t.co/JUEIa5AgY9 via @theeagle,1,1,
294,Fang,Sync,25-50,trump supporters saying biden is wrongfully taking credit for vaccine,@GovernorVA What’s up with the extremely slow rollout of the COVID vaccine? You can’t blame Trump on this one. Get it together Ralph.,0,1,0
295,Fang,Sync,25-50,trump supporters saying biden is wrongfully taking credit for vaccine,"@FOX61News COVID-19 is out of control in India, where most vaccines are made. How did that happen? -PBS

Y we sending vaccines to india when they don't need it. Cuz it feels good?What about helping the conservative states that need it. Is the pres admin playing vaccine politics",0,1,0
296,Fang,Sync,25-50,trump supporters saying biden is wrongfully taking credit for vaccine,"@MichaelRenberg @RealJamesWoods Tomorrow. 
Meanwhile Pelosi will ratchet up 1/6 coverage &amp; blame Trump for the decaying border &amp; Covid....AGAIN. 
IN a month double jeopardy will be legal and they will come after you with a vaccine &amp; a booster ID exclusively for police &amp; white men. Has BLM left the room?",1,0,0
297,Fang,Sync,25-50,trump supporters saying biden is wrongfully taking credit for vaccine,"So now we need the covid vaccine that gives us a mild form of covid in case we have asymptomatic covid.

And then we can reopen civilization.

According to the people in charge of our tax dollars.

😐

#CovidVaccine #COVIDIOTS",0,0,
298,Fang,Sync,25-50,vaccine appointments,"New COVID vaccine appointments available for 43964 at Walgreen Drug Store, 1820 FRANKLIN ST, TORONTO, OH. Make your appointment at https://t.co/W3ki0Bekd0",1,1,
299,Fang,Sync,25-50,vaccine certification,Texas Gov. Abbott signs law banning COVID-19 vaccine passports https://t.co/SCmGVGgwrH,1,1,
300,Fang,Sync,25-50,vaccine certification,DoD is requiring military personnel to  get the Covid-19 vaccine by September 15th.,1,0,1
301,Fang,Sync,25-50,vaccine certification,"It seems the Covid vaccine requirement for the US military allows for exemptions “consistent with the current policies for all the other vaccines” such as ""evidence of existing immunity"" by antibody test or ""documentation of previous infection”",1,1,
302,Fang,Sync,25-50,wholesome reactions to getting the vaccine,"🚨Covid Vaccination appointments still available for TODAY and TOMORROW at the Oncenter in Syracuse🚨

https://t.co/kE6fbKfRzl",0,0,
303,Fang,Sync,25-50,wholesome reactions to getting the vaccine,2nd dose of covid vaccine got me fucked up,0,0,
304,Fang,Sync,25-50,wholesome reactions to getting the vaccine,"@Jonnyrocket70 @thehill Actually, shutting down the economy and then becoming the epicenter of Covid-19 + failing at vaccine distribution isn’t exactly a good job. Keeping your vineyard tasting room open and shutting down the rest while going to a $500 per plate restaurant sans mask is a disgrace.",0,0,
305,Fang,Sync,25-50,wholesome reactions to getting the vaccine,"I have a sticky note on my laptop that I see every day. It says, “GOAL: STAY OPEN.”Busted our tails to keep kids &amp; staff safe throughout this pandemic, while providing a great education to in-person &amp; remote students. I lost a teacher to COVID.  Can I at least get a vaccine??",0,0,
306,,,,,,,,
307,Fang,Sync,50-75,advertising for covid related jobs,"If you can’t leave your home, it doesn’t matter how convenient Mesa County’s mass vaccination site is. @ColoradoMesaU and @MC_PublicHealth teamed up to deliver vaccines to some residents. https://t.co/ebe4tG3ebp",0,0,
308,Fang,Sync,50-75,advertising for covid related jobs,"Thank you @BlueStarFamily, @RedCross, @FLOTUS,  and #DrFauci for today’s town hall focused on providing guidance/updates on the COVID-19 vaccine. Thank you for all you do for our servicemembers, veterans, and military-connected family members. https://t.co/oxR3inEWLe",0,0,
309,Fang,Sync,50-75,announcing vaccine eligibility,"How to find a vaccine in New Hanover county. Walgreens currently seems to be the easiest bet locally.

COVID-19 Vaccine | Health | NHC Health | North Carolina - https://t.co/yoLFlv7She",0,0,
310,Fang,Sync,50-75,announcing vaccine eligibility,"You can’t step foot on campus without the COVID-19 vaccination...that’s the message Rutgers University, in New Jersey, just announced.

Will we see the same thing at schools across Illinois?

Answers and a doctor’s take on @cbschicago at 5PM.

https://t.co/zxkExA0YH8",0,0,
311,Fang,Sync,50-75,announcing vaccine eligibility,Relevant; California Covid priority zip code maps ; 🥴🤔🥁 https://t.co/JKJzVvDPdE https://t.co/KnrCmn3Uzu,1,1,
312,Fang,Sync,50-75,anti-vaccine conspiracy outcomes,"Thanks, Bob! LOUDER FOR THOSE IN THE BACK! 💉 #COVID #vaccine #Delta #GetVaccinatedNow https://t.co/bGlLivLKEP",0,0,
313,Fang,Sync,50-75,anti-vaccine conspiracy outcomes,I’m all wrapped up with my Covid vaccine @ Wellspan / York Hospital Medical Education Pavilion https://t.co/0RpYVgqvBB,0,0,
314,Fang,Sync,50-75,anti-vaccine conspiracy outcomes,"Any Lubbock parents out there willing to share their concerns heading into this school year? I’m working on a story about COVID, mask mandates &amp; kids too young to get a vaccine. DM me if you’re interested!",0,0,
315,Fang,Sync,50-75,concerns about  effects of vaccines,"Now that the #VACCINE has FDA approval we'll see tons of therapeutics to treat #COVID come to market, like Pfizer's recent patent of a drug combining #HydroxyChloroquine &amp; #Ivermectin, because you can only get an EMERGENCY Approval when there's no alternative
#NoVaccinePassports",0,0,
316,Fang,Sync,50-75,corelation between trauma and covid,"@marijaynealexis @radiantradish2 @StephBandosik @NYGovCuomo I would recommend reading this preliminary finding as well (p. 32). Again, you may want to ask these friends what about the vaccine specifically caused pregnancy loss. There is no doctor that would rule that as the cause without evidence.  https://t.co/QwBEsNiw8w",0,0,
317,Fang,Sync,50-75,corelation between trauma and covid,"@OhsHiasTheres You are being grossly disingenuous… COVID-19 doesn’t kill kids, on a statistically significant basis, even when they’ve been diagnosed with serious medical conditions. If older relatives want the vaccine, they can get the shot…",0,0,
318,Fang,Sync,50-75,covid appointment,"New COVID vaccine appointments available for 33069 at CVS Pharmacy in POMPANO BEACH, FL, 3 S POMPANO PKWY, POMPANO BEACH, FL. Make your appointment at https://t.co/F1YpdC74ae",1,1,
319,Fang,Sync,50-75,covid related deaths,"Big blow to the @DNC Nazi Party.

The Covid Vaccine is the SuperSpreader https://t.co/Fqvi4dR2ir",0,0,
320,Fang,Sync,50-75,covid related deaths,White Republicans are refusing to get the COVID-19 vaccine more than any other demographic group in Texas https://t.co/IZ3b9XQ9v6 via @TexasTribune,0,0,
321,Fang,Sync,50-75,covid related deaths,@saraht2728 Just move to Florida. They don’t give a f*ck about a Covid vaccine 🤣🤣,0,0,
322,Fang,Sync,50-75,criticism of governments' response to vaccine,“Covid? We have a vaccine. There is no vaccine for crime.” https://t.co/nLRd142Bmf,0,0,
323,Fang,Sync,50-75,criticism of governments' response to vaccine,https://t.co/svrwzQovSD it takes is ONE WISE LEADER and that's me regardless of these imposters!!!#X!!!,0,0,
324,Fang,Sync,50-75,criticism of governments' response to vaccine,Stop asking my if I got my Covid vaccine or if I plan to get it. It’s none of your business 👋🏼,0,1,0
325,Fang,Sync,50-75,disproportionate impact and equitable recover across racial lines,"Rev. Dr. Jim Thurman is telling his story about accepting the vaccine. He says the history of mistreatment of African Americans led to his own hesitancy, but he continued to listen about COVID. Today, he’s taking his second dose @LEX18News",1,1,
326,Fang,Sync,50-75,family covid vaccine experience,"The fear when I struggle to breathe, the pain that feels like it’s a knife ripping my chest open... for almost a year.... 

will it go away now? Or at least be less severe? 🤞🙏  Because I’m now scheduled for my first COVID vaccine 💉 on Monday!! 💃",0,0,
327,Fang,Sync,50-75,family covid vaccine experience,@joshuago78 @brianwc @NBCNews Wait till you see this headline https://t.co/bk5SqCrsoh,0,0,
328,Fang,Sync,50-75,family covid vaccine experience,took the first dose of the covid vaccine today my arm is just a little swore that all,0,0,
329,Fang,Sync,50-75,FDA vaccine approval,@IngrahamAngle Read this about vac https://t.co/RGOlOnNiux FDA release says no long-term testing of side-effects. Also drug approved by FDA not avail in US. Pfizer using identical substitute so no liability for FDA. Incredible hypocrisy. Some Amer lose job for not taking..while others exempt.,1,1,
330,Fang,Sync,50-75,halting vaccination due to adverse effects,Johnson &amp; Johnson COVID vaccine morally wrong? Catholic bishops caution just that https://t.co/onHk3pQnrR #FoxNews,0,0,
331,Fang,Sync,50-75,halting vaccination due to adverse effects,"Blood clots tied to J&amp;J’s COVID-19 shot are similar to issues with AstraZeneca’s vaccine, @FDA official says.

https://t.co/A2LC2kVp8G",1,1,
332,Fang,Sync,50-75,halting vaccination due to adverse effects,"Russia's Sputnik V vaccine is 91.6% effective against symptomatic Covid-19, interim trial results suggest

https://t.co/RyoJtG7rg4",0,0,
333,Fang,Sync,50-75,inefficacy of vaccine,"To my medically educated friends: I need help. My dad is saying he didn't get the vaccine because he had COVID (see screenshot.) I'm admittedly not informed enough to know if this is true AND more importantly, if it would stop him from transmitting it to my unvaxxed child. Help? https://t.co/7yNcFLC46l",0,0,
334,Fang,Sync,50-75,inefficacy of vaccine,"If you're one of those who won't take a vaccine because you say something like ""Covid has 99% survival rate."" Yet you are using the #JohnsonandJohnson vaccine news to help try and prove your point to not take a vaccine - you are destroying your own argument.",0,0,
335,Fang,Sync,50-75,inefficacy of vaccine,". Scott Gottlieb says people who had Covid won’t be immune forever, should get vaccinated

https://t.co/ZMS26GUKXd",0,0,
336,Fang,Sync,50-75,institutional adverse childhood experiences,An HIV vaccine with 97% antibody response in phase 1 human trials!!  Hopeful results using RNA technology from the Covid vaccine.  #HIV #sciencetwitter https://t.co/7lnm2cBhJ7,0,0,
337,Fang,Sync,50-75,non-covid vaccine comparision,"You received a vaccine against smallpox. It is safe and effective. Do you have fear of acquiring smallpox?
No.
Why is the the same not true for the covid vaccine?",1,1,
338,Fang,Sync,50-75,non-covid vaccine comparision,"@MsOBarr @GregAbbott_TX I’m a Texan.
I vaccinated.
I walk around w/o a mask because I am vaccinated, my chances of catching anything but a weak case of COVID is 0, EVERYONE has access to vaccine now, &amp; because I am a human w God given inalienable rights &amp; I will not cater to your irrational fear of me.",0,0,
339,Fang,Sync,50-75,non-covid vaccine comparision,@enms @ahopeross @jkenney So if I had Covid I had a vaccine and people are still getting Covid you clearly are shedding the virus WAKE UP,0,0,
340,Fang,Sync,50-75,proof of vaccine,"The owner of a Missouri taxi company said his transportation service will not pick up passengers who wear masks or have received the COVID-19 vaccine, despite a surge of new cases in the state.

""We don't allow any type of masks in our vehicles. The second one,",0,0,
341,Fang,Sync,50-75,side effects of vaccine,"@Novavax vaccine update. Yesterday I had swelling &amp; tenderness at the injection site. Now swelling is down, but I have a 100 degree fever. Otherwise I feel fine. Happy because I’m having an immune reaction. This means I probably received the COVID-19 vaccine rather than placebo. https://t.co/bIKRscAXbU",1,1,
342,Fang,Sync,50-75,state vaccine eligibility,"I am happy to announce that @crusade_church was designated as a COVID-19 vaccination site. My office has worked tirelessly to ensure there was equitable and effective access to the vaccine, prioritizing our district. 

Learn more: https://t.co/NdAqyMPGxR
Dates: April 8th-9th https://t.co/4RHJSUsF7m",0,1,0
343,Fang,Sync,50-75,state vaccine eligibility,"Here’s the link to Denver Health @DenverHealthMed COVID-19 Vaccine Interest Registration Form to join their waiting list:

https://t.co/STB6vZaCxt",1,1,
344,Fang,Sync,50-75,state vaccine eligibility,"This article is a great rundown of resources for COVID-19 vaccination in Michigan! 

Today is the first day that all adults 16+ in Michigan are eligible to receive the vaccine. Check it out! #COVID19
#GetVaccinated

https://t.co/Rmx29XXcZY",1,1,
345,Fang,Sync,50-75,trump supporters saying biden is wrongfully taking credit for vaccine,@JRehling @GOPLeader And you think Biden is going to do something? Where's my check? Where's my Social Security increase? No COVID-19 vaccine available for me yet even though I'm over 70. Why hasn't he done something yet?,0,1,0
346,Fang,Sync,50-75,trump supporters saying biden is wrongfully taking credit for vaccine,"China and Russia spreading anti-US vaccine misinformation, White House says.  https://t.co/AdOc2pHEfl",0,0,
347,Fang,Sync,50-75,trump supporters saying biden is wrongfully taking credit for vaccine,We need more flexibility @Emily_DeRuy COVID: Bay Area counties agree to vaccine distribution plan after weeks of squabbles with state over Blue Shield deal https://t.co/dYXbr20Cna via @mercnews,0,0,
348,Fang,Sync,50-75,vaccine certification,@briantylercohen @gkanders @KristiNoem does any one know the statistics on Lalapalooza? I'm just curious how it all turned out with vaccine cards and covid test proof,1,1,
349,Fang,Sync,50-75,vaccine certification,"😄 “The nonexistent threat of Hoosiers being required to present a COVID-19 vaccine ""passport"" as a condition of receiving government services did not stop the Republican-controlled General Assembly from approving legislation Thursday banning the practice” https://t.co/D3Eyrm7xTY",1,1,
350,Fang,Sync,50-75,vaccine certification,"@SylvesterTurner @LinaHidalgoTX
For Covid-19 vaccine, you need to include those of us who are faculty/staff at community colleges and universities, not just K -12, with essential workers in group 1B.",0,0,
351,Fang,Sync,50-75,wholesome reactions to getting the vaccine,"The @Patriots organization sent the jet to El Salvador to deliver 500,000 doses of the COVID vaccine. 

image via @ComunicacionSV https://t.co/XUoBfDGiY6",0,1,1
352,Fang,Sync,50-75,wholesome reactions to getting the vaccine,"C'mon guys!  Get the vaccine.  It's cool, smart, and muy macho.

NYTimes https://t.co/gIVqWwPqDD",0,1,0
353,Fang,Sync,50-75,wholesome reactions to getting the vaccine,I hope not James I got covid after my vaccine https://t.co/M12Uxcdko7,0,1,0
354,Fang,Sync,50-75,announcing vaccine eligibility,Relevant; California Covid priority zip code maps ; 🥴🤔🥁 https://t.co/JKJzVvDPdE https://t.co/KnrCmn3Uzu,1,1,
355,Fang,Sync,50-75,corelation between trauma and covid,"@gorskon In the context of COVID-19, my children who are under 12 cannot be vaccinated yet. Nor can millions of other children in the U.S..
Further, the vaccines may not work well for immune compromised people. They count, as does the minority that suffers vaccine failure.",0,0,
356,Fang,Sync,50-75,state vaccine eligibility,@Walgreens I just had to help 3 elderly people sign up on line to get a Covid 19 vaccine because none of them understood how to go online to sign up. This is a major fail on your part. They should be able to go into any Walgreens and get an appointment. #ridiculous #CovidVaccine,0,1,0
357,,,,,,,,
358,Fang,Sync,75-100,advertising for covid related jobs,"@sdduba Councilor Rick Kiley asks about people who have previously had COVID and what a vaccine can do for them. This was all at the SF City Council's informational meeting this afternoon, where they received an update on COVID from Dr. Mike Elliot, Dr. Mike Wilde and Dr. Charles Chima",0,0,
359,Fang,Sync,75-100,advertising for covid related jobs,Enrolled Veterans at Phoenix VA any age can walk in to get a COVID-19 vaccine until 1 pm. https://t.co/XJ9Md58UAn,0,0,
360,Fang,Sync,75-100,advertising for covid related jobs,For those who need a vaccination option. #covid19 #covid_19 #covidvacccine #vaccine #coronavirus @ District Health Center https://t.co/RrStFP3SOw,0,0,
361,Fang,Sync,75-100,announcing vaccine eligibility,"UK's vaccine advisory body JCVI refuses to approve vaccinating healthy children aged 12-15 years, there is ""insufficient” evidence to offer mass COVID-19 vaccination for this age group.",1,1,
362,Fang,Sync,75-100,announcing vaccine eligibility,"Indiana Attorney General Todd Rokita and State Health Commissioner Dr. Kristina Box are warning Hoosiers of a new scam targeting consumers who have received their COVID-19 vaccine.
https://t.co/PUKcrhH1Xz",0,0,
363,Fang,Sync,75-100,announcing vaccine eligibility,"In the US? Sign up for the national COVID-19 vaccine standby list, so that we make sure vaccines do not go to waste: https://t.co/SJ1warLCzs #DrB",1,1,
364,Fang,Sync,75-100,announcing vaccine eligibility,"@isabethner @DrTomFrieden What you are saying is no different than many areas in this country. In Key West, the shores of New Jersey, Delaware, Maryland, etc the tourism is big business. The masks, social distancing and hand hygiene are gone. At least having the vaccine gives us a odds against Covid.",0,0,
365,Fang,Sync,75-100,anti-vaccine conspiracy outcomes,@JoBell_15 @HillaryClinton So myocarditis was a factor in young adults way before the Covid vaccine. Thanks for pointing that out!,1,0,0
366,Fang,Sync,75-100,anti-vaccine conspiracy outcomes,"Marshawn Lynch Asking Dr. Fauci Hard-Hitting Questions About The COVID-19 Vaccine Is The Interview We Didn’t Know We Needed

https://t.co/ZQ33OEYg4j",0,0,
367,Fang,Sync,75-100,anti-vaccine conspiracy outcomes,"At one-year mark, US arrives at 'critical nexus' point: Latest COVID-19 updates

https://t.co/9XPSwpbUjy",0,0,
368,Fang,Sync,75-100,covid related deaths,Obviously nearly 40% are Republican or they'd take the Covid vaccine!,0,0,
369,Fang,Sync,75-100,covid related deaths,"College next?
https://t.co/nbyr0bpu0O",0,0,
370,Fang,Sync,75-100,covid related deaths,"@ehundman She’s being short-sighted about the risks

But IF I’d had a bad reaction to any vaccine (say, Shingrix)
OR
IF I lived somewhere with only 1% of America’s COVID prevalence AND IF my only choice was the less-effective Sinovac formulation AND IF I were 40

Then I might hesitate, too",0,0,
371,Fang,Sync,75-100,criticism of governments' response to vaccine,"Several of #HopeforHarlem’s sponsors are Houses of Worship participating in the vaccine #WeekendofFaith, and we have representatives here providing vaccines as well! 

Stop by before 5pm or find a COVID-19 vaccination location near you: 
https://t.co/WNebejbTN2 https://t.co/2z4WbJmqib",0,0,
372,Fang,Sync,75-100,criticism of governments' response to vaccine,How about this fact checking? https://t.co/2ot5V6zSJ7,0,0,
373,Fang,Sync,75-100,criticism of governments' response to vaccine,https://t.co/SZwuhW7Png works faster than @HillaryClinton #Arkancide #COVID #vaccine https://t.co/KP6Q11sdBe,0,1,1
374,Fang,Sync,75-100,disproportionate impact and equitable recover across racial lines,"@RepPressley continues to be an advocate for Vaccine access and equity. Many thanks to the organizers of @BlackBOSCOVID for the Vaccine access event at the Reggie Lewis Center.

https://t.co/ebSBrC2GGh",1,1,
375,Fang,Sync,75-100,family covid vaccine experience,"From Mississippi Today.
MAP: Where Mississippians can get the COVID-19 vaccine https://t.co/IoARTX1j77",0,0,
376,Fang,Sync,75-100,family covid vaccine experience,"For what it’s worth, the biggest side-effect I’ve had from the vaccine is that now I can’t get Covid. 👍",0,0,
377,Fang,Sync,75-100,family covid vaccine experience,“The director of the Centers for Disease Control and Prevention on Friday overruled a recommendation by an agency advisory panel that had refused to endorse booster shots of the Pfizer-BioNTech Covid vaccine for frontline workers.”https://t.co/m6Vvh4u1fv,0,0,
378,Fang,Sync,75-100,family covid vaccine experience,"@notcrepes The Pfizer vaccine has been proven to be about 85% effective after the first dose. Pretty amazing news!
but it’s important to remember what they mean when they say “effective“. It does not mean that we won’t get Covid, it means that we don’t get deathly ill.",0,0,
379,Fang,Sync,75-100,halting vaccination due to adverse effects,"What are your take on the Johnson &amp; Johnson #COVID vaccine? Is it slightly better than the #Moderna &amp; #Pfizer ? Asking for me. 

#COVID19Vaccine #CovidVaccine #COVIDVaccineArrives #JohnsonAndJohnson #Vaccine",0,0,
380,Fang,Sync,75-100,immediate personal side effects,"@bigceee My arm hurts from getting the Covid vaccine yesterday, and the pain meds didn’t help 😩.",1,1,
381,Fang,Sync,75-100,inefficacy of vaccine,"""The vast majority of cases are among those who are unvaccinated. The best way to combat the delta variant is to get vaccinated""
 https://t.co/8UmSu7ihEf",0,0,
382,Fang,Sync,75-100,inefficacy of vaccine,"@mtgreenee If we just go with your numbers and ignore that the majority of those deaths were not related to the vaccine, you have this math: 600,000+ Americans did not survive covid while 160,000,000+ Americans survived the vaccine and have the benefit of being protected.",0,0,
383,Fang,Sync,75-100,inefficacy of vaccine,@alecialynn @shasptrip59 @BadMedicalTakes Yep. The mRNA vaccine has no chance whatsoever of infecting you with Covid. Which is what I meant.,0,0,
