text	name
You’d think that Islamist extremists and leftist radicals would have nothing in common. But noted human rights activist Ayaan Hirsi Ali has good reason to believe this is no longer the case. She explains in this eye-opening video.	Unknown
"𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭 𝐁𝐢𝐝𝐞𝐧: “𝐈𝐟 𝐲𝐨𝐮𝐫 #𝟏 𝐢𝐬𝐬𝐮𝐞 𝐢𝐬 𝐜𝐨𝐬𝐭 𝐨𝐟 𝐥𝐢𝐯𝐢𝐧𝐠, 𝐭𝐡𝐞 #𝟏 𝐩𝐫𝐢𝐨𝐫𝐢𝐭𝐲 𝐬𝐡𝐨𝐮𝐥𝐝 𝐛𝐞 𝐬𝐞𝐞𝐢𝐧𝐠 𝐂𝐨𝐧𝐠𝐫𝐞𝐬𝐬 𝐩𝐚𝐬𝐬 𝐭𝐡𝐞𝐬𝐞 𝐛𝐢𝐥𝐥𝐬.”

🚨🚨𝟏𝟎,𝟎𝟎𝟎 𝐫𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬 𝐧𝐞𝐞𝐝𝐞𝐝 𝐛𝐲 𝐦𝐢𝐝𝐧𝐢𝐠𝐡𝐭!🚨🚨 

Congress passed the infrastructure bill, but they can't stop there. They must finish the job by passing the most significant climate bill in HISTORY: The Build Back Better Act. This is our last, best chance to tackle the climate crisis while creating millions of good-paying jobs and lowering costs for families. 

We can’t wait – we need 10,000 climate activists to join President Biden to demand climate action, but your vote is still missing and we’re still 1,742 votes short. Tell us now: 𝐃𝐨 𝐲𝐨𝐮 𝐬𝐮𝐩𝐩𝐨𝐫𝐭 𝐭𝐡𝐞 𝐦𝐨𝐬𝐭 𝐬𝐢𝐠𝐧𝐢𝐟𝐢𝐜𝐚𝐧𝐭 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐛𝐢𝐥𝐥 𝐢𝐧 𝐡𝐢𝐬𝐭𝐨𝐫𝐲?"	Unknown
Thank Senator Wyden for fighting for farm families and a healthier environment for birds and people. The Growing Climate Solutions Act is the first step toward raising farmer income while reducing carbon emissions. Sign up today to show your support!	ThankRepForBuildBackBetter
New polling shows 3 in 4 voters support the full Build Back Better package, and large majorities say the plan's climate, clean energy, and environmental justice components are essential.	Unknown
As we enter the summer season, we think of heat, hotdogs and hurricane season. Now is the time to start gearing up for hurricane season. Click here to learn more about how you can get #HurricaneReady: https://gov.texas.gov/hurricane. 	AbandonedWells
Why do Wall Street and Houston based oil companies funnel so much money in New Mexico politics? It's up to us to cut them off.	Unknown
"Gas hits $7.59 on the Central Coast, likely a preview of what we’ll see all over the state.

I fought hard to suspend the gas tax increase this year. Despite a $75.7 billion surplus, Sacramento Dems increased the tax anyways. #GasIsTooDamnHigh 

https://abc7.com/highest-gas-prices-in-the-country-gorda-ca-california-price-of/11149187/. "	OilAndGasTaxesBad
Solar and wind are already providing emissions-free, reliable power. Renewable energy now accounts for over 25 percent of electric power in the United States, and solar is set to overtake nuclear power over the next few years.	GreenEnergyCapacity
AMP urges Michigan lawmakers to resolve in 2022 to support a diverse mix of clean energy solutions. A blend of sources—wind, solar, natural gas, hydro power, and other sources—keeps energy affordable and reliable for all Michiganders and will help us move toward net zero carbon emissions. Learn more and share: https://bit.ly/3ggF45p. 	CutMethane
We can continue innovating to drive down emissions without making it harder to provide West Virginians with the reliable and affordable energy they need. Tell your senators to say no to increased energy bills.	CarbonEmissionReduction
"“I was in the refinery’s central control room during Hurricane Delta when a call came in over the radio from the Sheriff’s Department. They called us at the refinery to ask if anyone there could help rescue a woman and her two dogs trapped in a flooded car on Old Spanish Trail not far from the refinery. The Sheriff’s Department and Westlake Fire Department couldn’t reach the individual and they asked us for help.” ~Sean Smith, Operations Manager, Phillips 66 Lake Charles Refinery

“Without hesitation, the three of us jumped into the refinery’s high-clearance fire truck and drove to the scene. Driving at night with high winds and severe flooding, there were several road hazards. We even had to swerve to avoid a trampoline that was in the middle of the road. We quickly spotted the car that was submerged in about four feet of water.” ~Chris Dailey, Safety and Emergency Response Team Lead, Phillips 66 Lake Charles Refinery

“We were able to pull the woman and her two dogs from the car, and then transport her to the local Westlake Fire Station. Even though the Fire Station was less than two miles from the refinery, our trip there was anything but easy, we had to maneuver through 45-mph winds and downed power lines. Ironically, on the way back to the Fire Station, the dogs were calm - albeit wetter than normal.” ~Zach Evans, HSE Specialist, Phillips 66 Lake Charles Refinery

Sean, Chris, and Zach's stories are  part of our ""Humans of the Industry"" series."	LawmakersAndOilAndGas
"It's been eight months since the blackouts that killed hundreds and left millions without power in the dead of winter. Is Texas any closer to fixing its grid?

Here's our midterm report card on the Public Utility Commission's progress — and our proposed solution."	Unknown
There is no environmental justice without meaningful climate action. Ask your state leaders to ensure we hit our climate goals.	DonationMatchingForClimate
Natural gas generated nearly 50% of New Jersey’s electric power in 2020 alone,  but some lawmakers have proposed ending the use of natural gas – limiting consumer choice and potentially increasing energy costs.	CleanOilAndGas
Natural gas is made up of damaging greenhouse gases like methane that will further the effects of climate change. Say no to natural gas infrastructure!	OilAndGasTaxesBad
Government-Controlled Power comes with a price tag of $13,500,000,000  – three times Maine’s annual budget.  And Maine ratepayers would be stuck with the bill.	CleanOilAndGas
Rep. Spanberger, thanks for fighting for clean energy that can power our economy and create good jobs, right here. Now is our time to get it done.	BuildBackBetterActCampaign
Businesses are heading toward a clean energy future. Now lawmakers have an opportunity to supercharge this growth.	HazardsOfWells
"The rise in energy prices shows no signs of abating with oil jumping to three-year highs of $83 a barrel and UK gas prices jumping 20%.

https://energydigital.com/oil-and-gas/oil-and-gas-prices-surge-new-highs. "	GreenEnergyIsCostEffective
Across the state Latino families are at the frontline of climate disasters facing wildfires, drought and mudslides. The culprits? Oil and gas drilling which pollutes our air, water and contributes to climate change. Together we are holding the fossil fuel industry accountable to the environmental injustice and racism that allows the pollution to develop in our neighborhoods and continues to disproportionately harm our family's health. Join us in the fight for environmental justice and the future wellbeing for our communities. Sign up now to receive a flyer with more information.	CallToActionAgainstOilAndGasIndustries
"What happens when you join the Earthjustice community? You stand with the people most threatened by climate change, help protect the habitats so many animal species rely on, and put polluters on high alert. 

With you by our side, we’ll fight for this planet — and we’ll win. Join us today:. "	OilAndGasSupportJobs
"Atlanta Residents: Duke Energy isn’t switching from dirty fossil fuels​ to clean energy fast enough. It’s worsening the climate crisis, and costing us our planet. 

Expose the cost of its dirty power at https://sc.org/Dirty-Truth. "	Unknown
"Emissions are used in the process to build a wind turbine with current technologies BUT the carbon emissions are SIGNIFICANTLY lower than our current energy production. The amount of energy that is used to build a wind turbine is paid back in it's first 5-8 months of operation. 

 #renewableenergy #solarenergy #solar #solarpower #cleanenergy #greenenergy #energy #solarpanels #gogreen #renewables #gosolar #sustainability #renewable #solarpanel #climatechange #environment #solarpv #sustainableenergy #solarsystem #photovoltaic #ecofriendly #windenergy #solarpowered #electricity #sustainable #solarinstallation #windpower #savetheplanet #windturbine #renewmexico. "	RenewableEnergyEconomicBenefits
Not ever: No coal ash. No sewage sludge. No out-of-state waste. No hazardous industrial waste. Be an informed citizen. You can read details about our proposal for yourself on our website.	AbandonedWells
There’s a good chance your bank is funding oil extraction that’s polluting our planet. If every parent made this pledge 👇, we could help protect your kids' future.	AbandonedWells
What do farm animals and trash have in common? They are both sources of renewable natural gas.	GreenEnergyIsCostEffective
"Big polluters are spending millions attacking Sen. Cortez Masto and the Build Back Better Act -- and it's clear why. Build Back Better will: 

1. Create clean energy jobs right here in Nevada 
2. Help lower utility bills for working families 
3. Take on climate change right now

Thank you, Sen. Cortez Masto, for keeping up the fight to pass the Build Back Better Act. This is our moment to get it done."	CleanEnergyPromotion
Oil and natural gas support jobs and community growth in Illinois– do you know how? Take this quiz to find out!	TellRepToNotRaiseOilGasTaxes
"These are the 3-Leaders of the ""Woke Progressive Movement"" within our community, who want to radically change the values which have made our community great for the last 100 years.

*Merideth Bringner running for Bellbrook City Council
*Kim McCarthy running for Sugarcreek Trustee
* Josh Pressnell running for Bellbrook school board

Do not let these power-hungry, egotistical progressives gain the power to tax and control your life. 

There are Patriots running in each of the races who share your values, cast your votes, and support them.

Election 21. "	RightWingCampaigns
Will you give a $20 gift of love to support re:power’s organizing alumni, like Maryland State Senator Cory McCray?	RestoreVirginia
Hydrogen is gaining momentum due to its versatility & ability to be produced in various ways. We are currently collaborating w/ industry leaders to develop technologies to further leverage this zero emissions fuel. Learn more about the future of hydrogen - https://www.greenbiz.com/article/road-green-hydrogen-paved-collaboration. 	CarbonEmissionReduction
"🇺🇸  🇮🇱 Inspired by Scripture (Gen 49 & Deut 33)
Zion Oil & Gas, Inc. (OTCQX: ZNOG) envisions an Israel that is energy independent from onshore oil and gas finds that have been Biblically promised to Israel."	AbandonedWells
"Speaker Pelosi is forcing Capitol Police to arrest anyone not wearing a mask in the Capitol Complex. 85% of Representatives and 70% of the entire workforce are vaccinated. This just shows their COVID power grab has no end: no matter how many are vaccinated, no matter what the science says, no matter what length they must go to enforce their edicts.  
 
Today, if you fail to wear a mask in THE PEOPLE’S HOUSE, you will be arrested … not because of a law your representatives passed but because of an edict from Nancy Pelosi."	RestoreVirginia
“Pennsylvania can no longer afford inaction on climate change.” As costs from flooding in Pennsylvania rise with climate change, state lawmakers need to take action to protect communities across the state. The Regional Greenhouse Gas Initiative (RGGI), a proven program to reduce climate-warming pollution, is one key solution lawmakers should agree on.	CarbonEmissionReduction
TAKE ACTION: Sen. Pfaff supports legislation that would raise our electricity rates in Western Wisconsin and give more power to transmission line companies.	HazardsOfWells
Pants on Fire: “By no means is this a clean power plant,” Cohan said. “It’s still a substantial contributor to air pollution and climate change.”. 	Unknown
For the first time, all truck fleets participating in NACFE—including Frito-Lay, Anheuser Busch, Penske and DHL—are powered by electric motors.	NuclearRevenueSupportsJobs
Climate change is impacting our world in many ways. And it’s not only people who are in danger. Animals, too, are suffering the consequences of our warming world. Start a monthly gift of $10 or more today and the Robert W. Wilson Charitable Trust will match your first 12 donations.	OilAndGasSupportJobs
CA families already need help, and some Sacramento politicians are pushing proposals that could make their lives even harder. Drastic energy policies will force local oil & gas production to shut down, jeopardizing thousands of jobs and increasing gas & household utility prices.	AntiFossilFuelInfrastructure
A more exciting future exists. Leave gas in the past.	Unknown
"Cut through the doom-and-gloom headlines. There's good news this Earth Day: America leads the world in environmental quality — in large part thanks to our affordable, reliable energy resources.

Join us live on April 22 for an expert panel discussing the role of fossil fuels in fighting poverty, spreading prosperity, AND protecting our environment here and around the world."	Unknown
Xcel Energy's Cherokee and Arapahoe gas plants spew harmful pollution like nitrogen oxide, and sulfur dioxide that harm the health of Denver’s communities-- especially the low income, communities of color that live closest to the plants.	Unknown
The California oil industry spends millions to fight climate bills. We expose them.	Unknown
"The “infrastructure plan” coming from Washington D.C. includes funding for new commuter rail lines nationally. Some politicians in Concord and Washington plan to use these funds to build a new capital corridor line from Massachusetts to Concord. If built, this will cost Granite State taxpayers $11 million or more in annual operation and management costs.

To pay for these costs, the Department of Transportation suggests new taxes on Granite Staters, including:

-A new $5 vehicle registration fee,

-Increasing property taxes $15.7 million statewide,

-The diversion of 5% of state lottery revenue away from our schools, or

-Hiking gas taxes on those that can least afford the increase.

According to the NHDOT final report on the Nashua-Manchester commuter rail project, “[m]ost state transit funding comes from General Fund appropriations or through traditional taxes and fees, such as motor fuel taxes, sales taxes, and vehicle fees.”

We need your help to let lawmakers know that New Hampshire rejects this commuter rail subsidy boondoggle. Sign our petition to help protect Granite Staters from reckless tax increases and subsidies!"	BellbrookTaxRevolt
Today. Tomorrow. In the future. The oil and gas industry helps communities remain resilient.	OilAndGasBoostEconomy
"“Put simply, workers have not been fully benefiting from the profits they create. This is not an accident.” 

For too long, companies have had to disclose little to no information about their workforces. It’s past time for the public to have data on employee demographics, job quality, professional development, and worker power."	AbandonedWells
Responsible for 475,000 jobs, nuclear energy keeps America running. To learn more about what nuclear power offers, like our page today.	NuclearPowerOtherBenefits
With summer storms approaching, #natgas will help keep your hot showers and warm meals flowing.	Unknown
"Senator Tester has said “I still support the filibuster.” Urge him to hold the line for our Montana values. Click below to send him an email in just 60 seconds!
 
Senate Majority Leader Chuck Schumer has said that ending the filibuster is “on the table.” Such a move would unleash partisanship, lead to a revolving door of extreme policies, and make sweeping changes to our institutions. Senator Tester is in a unique position to STOP this! He needs to hear from you today."	Unknown
"We need to end mask mandates in schools.

Democrats are not following the science and it’s damaging an entire generation’s educational and social development. Parents, not politicians, should have the power to make the best decision for their children.

I spoke on the House Floor in support of the Unmask Our Kids Act ⤵️. "	CommerceCityDemocrats
Rep. Cartwright, thank you for fighting for clean energy that can power our economy, create good-paying jobs, and tackle the climate crisis. This is our moment to get it done and pass the Build Back Better Act.	ThankRepForBuildBackBetter
"The time for climate action is now, and Alaskan youth know it. Make your voice heard and tell Senator Lisa Murkowski to take bold action to fight climate change TODAY. Follow the link below or text ""CLIMATE"" to 1-907-318-6878 to take action. "	DonationMatchingForClimate
Williams is excited to join Greentown Labs as the first midstream corporate partner to support cleantech entrepreneurship that will accelerate the transition to a low-carbon future.	Unknown
"It’s not always easy to do the right thing, but Senator Williams stood up to the fossil fuel industry and voted to support clean energy and clean air in Pennsylvania. Help thank Senator Williams by adding your name here.

The Regional Greenhouse Gas Initiative (RGGI) is Pennsylvania’s best shot to cut power plant pollution and grow a clean energy future.

Senator Williams put Pennsylvania first. He stood up to the dirty fossil fuel industry and voted to support Pennsylvania's entry into RGGI. Senator Williams chose to defend our state’s future and invest in Pennsylvania families. Add your name here to say thank you to Senator Williams, and urge them to hold the line!"	Unknown
"No one fights and wins more cases for the environment than Earthjustice. Want to see? Check out our recent victories.

Our supporters are critical members of the team as we fight to keep children safe from lead and dangerous pesticides, make sure our air and water is clean, and protect endangered species."	ClimateChangeDonations
"Nuclear power is an anchor for many small towns in Illinois.

It’s up to us to keep it that way."	NuclearEnergyProvidesTaxRevenue
"Senator Warner, Virginia needs you to act now. ""Legislators in Virginia recognize the threats to our 🫁 health and 💰 economy from climate change, and we took decisive action to incentivize investments in electric vehicles and the infrastructure needed to support electric vehicles."" - Virginia State Senator Jennifer Boysko. "	AbandonedWells
News of the Day: From the Washington Examiner, Daily on Energy: THE WAGE GAP BETWEEN GREEN AND FOSSIL FUEL JOBS. 	AbandonedWells
"The transportation sector is the largest contributor of greenhouse gas emissions in the U.S. We MUST invest in electric vehicles to tackle the climate crisis. 

Luckily, Rep. Matsui is fighting for strong provisions to advance electric vehicles while supporting union jobs in the budget reconciliation package. Let’s get this done!"	Unknown
"Arizona currently champions itself on pro-business policies like low corporate tax rates, less red tape, and growing demographics. But with nearly all neighboring states committed to lofty #renewableenergy goals and recently introduced legislation that puts into question the state’s path towards the same, Arizona stands to lose out on the next decade’s economic race. 
 
Not having an ambitious renewable standard in place threatens #Arizona’s ability to lure new businesses who are otherwise attracted to the state’s competitive tax regimes and other business friendly policies. It’s why respected business organizations like the Greater Phoenix Chamber of Commerce oppose this legislation.

Read more."	GreenEnergyIsCostEffective
The future of our air, our public health and our state depends on nuclear energy. Like our page to support NC's largest source of carbon-free energy.	NuclearPowerOtherBenefits
"We believe in New Mexico and its clean energy leadership. 

Western Spirit is an example of the power of clean energy to create rural job opportunities, to generate investment for local economies, and to build a sustainable future.

Above all, Western Spirit is a testament to the hard work of thousands of New Mexicans. We are so thankful for our incredible team!"	GreenEnergyCreatesJobs
"Rexford’s testimony laid out how his village – the only community within the boundaries of the 1002 area of ANWR – is supportive of responsible development. 

But, he said, his people are angry, because the eco-Left has thrown millions of dollars around to usurp his peoples’ ability to be employed and benefit from its proximity to billions of barrels of oil."	AbandonedWells
"Senator Karina Villa voted for the Climate and Equitable Jobs Act and it is now law in the state of Illinois!

The Climate and Equitable Jobs Act will:

✅Curb dangerous air pollution

✅Combat the climate crisis

✅Create thousands of high-quality jobs in Illinois

Please join us by adding your name to thank Senator Karina Villa today."	Unknown
You can’t talk about the future of the American workforce without talking about jobs in wind power:. 	GreenEnergyCapacity
"We can't let this happen in New Jersey.

""The report entitled, 'Wealth Inequality: The Hidden Cost of New York City’s Natural Gas Ban,' examined the impact of an energy ban forced onto families and New Yorkers depending on the appliance models, home configuration, labor, and reliance on natural gas."". "	OilAndGasTaxesBad
"This week's topic is ""Freedom for Labor."" ""I believe that unionism, kept within its proper and natural bounds, accomplishes a positive good for the country"" from Barry Goldwater's Conscience of a Conservative. These outreach videos are hosted by the Chairwoman. The views expressed are her own with a conservative lens.    

The Foremost Principle of a Conservative is advancing FREEDOM. Each person is responsible for his own choices. We want enough order – government – to create a climate that allows a person, the freedom to be all he can be."	PoliticalTraining
"It wasn't long ago when the United States resumed its role as No. 1 producer of energy in the world and Russian President Vladimir Putin was scared of our hardworking men and women in the oilfield. Now, it's time for the Biden administration and its congressional allies to face reality, embrace U.S. oil & natural gas producers and remind Putin how our country fuels human progress.

Energy security is strength. 💪 Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/3rV6LWK. "	AbandonedWells
"New York Republican Chairman Nick Langworthy will continue his statewide “Just Say No” tour to Rockland County to highlight the Party’s opposition to the November election ballot propositions. #JustSayNoNY 

Rockland County Republican Party
Ed Day
Assemblyman Mike Lawler. "	RestoreVirginia
Right now, Coloradans are saving money and creating their own power with rooftop solar. But here at IREA, solar homeowners are fined for breaking free of IREA’s dirty, expensive energy supply. I’m Michael Edwards and I’d be honored to be your voice for solar freedom.	Unknown
"Duke Energy’s coal-burning power plants are leaking toxic chemicals like arsenic and lithium into Indiana’s groundwater. Instead of cleaning up their mess, Duke has asked state officials to leave millions of tons of coal ash in the ground forever. 

Duke Energy needs to clean up its act in Indiana! Join our effort today."	LawmakersAndOilAndGas
“The normalization opt-out is critical to accelerating our clean energy transition. One simple tax fix could create tens of thousands of clean energy jobs, lower emissions and drive lower costs for customers,” said Katie Wright, spokesperson for Clean Energy Means Jobs.	GreenEnergyCreatesJobs
"""While global environmental issues like climate change are incredibly complex, ECONOMIC FREEDOM is the best solution to reduce emissions and promote economic prosperity.""

-- Energy Economist Nick Loris, The Heritage Foundation. "	Unknown
BIPOC communities are at the forefront of toxic pollution from the fossil fuel industry. Decades of racist policies and city planning have placed our families in harm's way. Entire communities are struggling to breathe; investment in our infrastructure is urgent. We need Congress to take #ClimateActionNow!	Unknown
Solar energy is a low-cost, clean source of American energy with strong bipartisan support.	GreenEnergyCapacity
Did you know oil and natural gas jobs provided more than $26.1 billion in wages across Illinois in 2019? Learn how energy can help accelerate economic recovery.	OilAndGasBoostEconomy
Reclaiming Our Power for Radical Change. 	PoliticalTraining
"It was 10 years ago that Hilcorp made its entry into Alaska and what an impact it’s made. Hilcorp is now the largest field operator in the state, based on operated oil and gas volume. It operates more than 1,700 producing wells, with gross production of about 345,000 barrels of oil/day and 150 million cubic feet of gas/day.

“We’re here to grow for decades to come,” Jill Fisk, Hilcorp Alaska senior asset team leader for Prudhoe Bay west, told the Resource Development Council’s annual conference.

At Prudhoe Bay, Hilcorp has halted the massive field’s 4%/year production decline without any major projects or drilling any new wells. It has experienced world-class results from Milne Point’s viscous oil in Schrader Bluff and is taking its polymer flooding technology to Prudhoe Bay.

“Alaska has clearly been a big win for Hilcorp, but we also believe our success in Alaska is a big win for Alaska and the people that live here,” Fisk said. You can watch Fisk’s entire presentation here. https://vimeo.com/647472375. "	Unknown
Biden’s radical policies are hurting thousands of Americans and sending the message to oil and gas workers across the country that they’re not a priority for his administration.	Unknown
Let President Biden know that New Hampshire supports his vision to fight climate change and invest in clean energy with the Build Back Better Act!	Unknown
"🚨UPDATE: We need your help to protect the 1.5 million acres of Alaska's Arctic National Wildlife Refuge from oil and gas companies. Right now, they threaten one of the planet’s very last unspoiled wildlands, imperiled wildlife, and our climate with destructive drilling 🚨

Take action today against big oil and help protect this unmatched landscape."	PublicLandExploitation
Raleigh needs a bold climate leader. Tell Mayor Baldwin to declare a climate emergency now!	DemandClimateActionFromLeaders
Watch this video to see how Illinois’ nuclear power plants are opening doors for local students and creating a strong pipeline of talent for our state’s nuclear workforce. 🎥. 	NuclearPowerOtherBenefits
"STARTS THIS WEEK!
✔️Stay Active
✔️Connect with Others
✔️Fight Climate Change

Register for Team Sierra’s 1.5 Degree Challenge to get a head start on those 2022 goals. From January 17 - February 18, commit to 15 minutes of activity per day and help Sierra Club act for climate solutions."	DonationMatchingForClimate
Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Angie Craig at 651-846-2120 and tell them: new taxes on U.S. energy is a BAD idea!	CleanOilAndGas
"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec is keeping you up to date with a breakdown of today’s current news stories and his analysis.

The TPUSA LIVE team is joined by host, Jon Root, and special guests Charlie Kirk, Pastor Jack Hibbs, Pastor Rob McCoy, & Bob McEwen who will talk about Church and State, America being built on faith, religious liberty and more!

Breakaway host Jon Root sits down with Trenten Merrill, a Bronze Medal Paralympian, to discuss what it’s like to represent Team USA and watch RELOADED with Paige Roux as she covers exactly what to look for in a firearms instructor.

We will wrap up the show with POPlitics with Alex Clark as she shares the latest ConservaTEA in pop culture without the propaganda!"	CommerceCityDemocrats
AXPC supports innovative, collaborative solutions that lower greenhouse gas (GHG) emissions while meeting the world’s growing need for abundant, low cost, reliable energy. Like our page to learn more about our solutions ⬇️. 	CarbonEmissionReduction
The next generation of nuclear carbon-free energy can bring affordable, clean energy to Wyoming. Like our page to learn more about the power of nuclear energy.	NuclearEnergyProvidesTaxRevenue
Stephanie Bice is a proven conservative leader who is committed to protecting Oklahoma oil and gas jobs, lowering taxes, supporting small businesses, and ending wasteful government spending. The Left has vowed to win this seat back, so she needs YOUR help to hold the line. Keep this seat RED!	AbandonedWells
Did you know there's an easy way to offset your carbon footprint? If every parent made this pledge 👇, we could help protect your kids' future.	Unknown
