theme,top_25_tweets,Annotation
UnjustifiedFearOfVax,I can’t be more #frustrated and #embarassed that my 76 year old mother who had a life threatening stroke 3 weeks ago can’t her #covid #vaccine. Shameful @cvspharmacy you are a local company #false advertising #RealityCheck #oldpeople #vulnerable but #forgotten https://t.co/RjakLbYhWf,0
VaxSymptoms,"So I tested positive for Covid even though I was vaccinated  💉, it just feels like a cold that won’t go away. The vaccine is definitely helping me out from developing worse symptoms. Stay safe out there guys",1
GovBadPolicies,@THEEBrandonB @MLBONFOX @WillSammon But but.. biden told me  u can't get it covid  when u get your vaccine. https://t.co/ntyybY1ybd,0
VaxDoesntWork,"@rainmansuite Safe?

Polio vaccine when new was throughly tested and vetted before being made available.

No COVID ""vaccine"" being administered now has been throughly vetted

Clinical trials are suspended and no ""vaccines"" are approved. Why?

Survival rate is over 99%

Deaths overstated. Why?",1
VaxDoesntWork,"@bcrides @GovWhitmer 3.8% of people getting vaccine having severe dangerous reaction according to science magazine.  Yet 99.996% of people survive covid with no issues . 
The math just doesn't make sense . that 3.8% per injection and you have to get it twice.
No opinion on if should just facts",1
PostVaxSymptoms,"But, I didn’t get COVID before and I had ZERO reaction to the vaccine, not even a sore arm. I am starting to think I am immune.",1
VaxDoesntWork,"@theblaze Funny part is I've been in contact several times with people who have COVID, never got the Vaccine, and have been testing negative since this bullshit started.Big surprise that vaccinated people are testing positive and getting COVID. Why you ask? Because it was rushed to market",1
IGotTheVax,Received my second COVID vaccine shot. 🙌🏾,1
GovGoodPolicies,@Stop_Trump20 Covid vaccine,0
VaxAppointmentInfo,"New COVID vaccine appointments available for 77379 at Walgreen Drug Store, 7304 LOUETTA RD, SPRING, TX. Make your appointment at https://t.co/W3ki0Bekd0",1
PostVaxSymptoms,"Got the first dose of the COVID vaccine, my arm hurts, I’m sleepy, and I feel a little uncomfy 😕",1
GovBadPolicies,More criticism for the Dept of Health over its rollout of the COVID vaccine. The change doctors say could be hurting the state’s most vulnerable on #27daybreak,1
FDAapproval,"FDA Approves First COVID-19 Vaccine!

Get Vaccinated!
 https://t.co/OyoUB6c7cj",1
VaxDistributionIssueDueToLocalPolicy,"Finally.... they are certainly frontline workers. Texas teachers, child care workers now eligible for COVID-19 vaccine. https://t.co/NfzBOPbNW1 via @TexasTribune",0
UnjustifiedFearOfVax,"The idea that none of us are safe until all of us are safe is ludicrous! The vaccine isn’t going to make us safe from Covid. It is here to stay. Just like all viruses!
Celebrities Call On World Leaders To End The Covid-19 Pandemic “Now” https://t.co/Wu3ogh4ifN via @Deadline",0
VaxDoesMoreHarmThanGood,"@GavinNewsom I can't take it. The level of ignorance here is at an all time high. 
You don't need the damn vaccine if you've already had COVID. What is so hard to understand?
https://t.co/lgpzC4RKKH",0
VaxLessensSymptoms,"You can still get and give COVID-19, even if you’re vaccinated. You can still die if you get the vaccine, you can still kill with the vaccine. You can do everything that a non-vaccinated person can do so there’s really no use. Stop trying to force it.",0
VaxSymptoms,Taking my COVID vaccine this week at work they keep sending me emails. 🤦🏾‍♂️,0
VaxLessensSymptoms,@netcom_cosmic @KitterleCathy @MaryLTrump As a good person I will continue to wear a mask and socially distance until we have enough people vaccinated. A vaccine doesn't mean you can't catch covid. You are still at risk to catch it but with your vaccine you won't have the virus overwhelm you.....,1
PostVaxSymptoms,"Got my first covid vaccine 💉 feel like a ton of bricks fell on me, but glad I’m half way done",1
PostVaxSymptoms,Had my second Covid vaccine 💉 over 2 weeks ago and I’m feeling fine as far as that. A little fatigue and arm soreness the next day. Other than that I’m alright #Moderna #ImGood,1
VaxDistributionIssueDueToLocalPolicy,"Get Your #COVID Vaccine at #RPI! Sign up in DIAL, 9am-5pm Daily. #LetsStaySafeRPI 😷 @ Rensselaer Polytechnic Institute https://t.co/OZjXSq0bm1",0
GovGoodPolicies,One more reminder for our students - get your COVID vaccine records submitted tonight to be eligible for tomorrow’s drawings! 5 @msstatedining $100 flex dollars &amp; 1 $250 @BNatMSState book voucher! Visit https://t.co/rY4ZwORBbF to submit. #VaxUpMS #CowbellWell #HailState https://t.co/86kYwMzJDk,0
UnjustifiedFearOfVax,One of the first friends I ever made in Colorado died today of #covid. She contracted Covid days before her first vaccine shot. All I can think about is how badly she wanted to get the vaccine &amp; millions still refuse it. Covid is still prevalent. Get the vaccine 💔#loveyouBecca,1
VaxApprovalInfo,Real-World Evidence Confirms High Effectiveness of Pfizer-BioNTech COVID-19 Vaccine and Profound Public Health Impact of Vaccination One Year After Pandemic Declared | Pfizer https://t.co/Dy3cXEzzmo,0
GovGoodPolicies,@XHNews  Everyone eligible for the COVID-19 vaccine should get vaccinated! https://t.co/0VtxBEeCnG https://t.co/3QbUy1N7II,0
VaxDoesntWork,"@EconomPic I also find it odd how hard the vaccine is being pushed by politicians and how much vaccines have increased as a % of revenue for the 3 key producers. For instance, the insistence of getting vaxxed even if you already had COVID and have the antibodies.",1
VaxApprovalInfo,FDA advisory group votes against Covid vaccine booster dose https://t.co/3WhpnM3UnZ via @nbcnews,1
GovBadPolicies,"@craigh64 @Dragon2Mama @POTUS Bill Gates is the real reason why people were and are initially scared of the vaccine.  
Bill Gates is not a Doctor!  Why the hell would anyone not be skeptical.  I took the J&amp;J shot in June even though I had covid in February.",0
FDAapproval,"Good morning from Houston where new COVID cases have nearly doubled in the last week. The FDA has given full approval to Pfizer’s COVID-19 vaccine &amp; health officials are hoping it will motivate more Americans to get vaccinated. 

Our story for @TODAYshow: https://t.co/LXDyHdW8sw",1
VaxDistributionIssueDueToLocalPolicy,There are no Covid vaccine sites in #washingtonheights (one of hardest hit neighborhoods) but there’s back to back locations in Brighton beach. @NYCHealthCommr @NYCHealthSystem @NYCMayor @nycgov @NYGovCuomo https://t.co/Xe3qOIGMwO,1
VaxLessensSymptoms,I don’t understand how people don’t realize the covid vaccine doesn’t necessarily prevent you from getting covid.. but it does prevent you from DYING from covid 🤦🏽‍♂️,1
VaxLessensSymptoms,"@RadioFreeTom Most of the people on this thread have no idea of how this virus works. The vaccine does not work you can still get COVID, wear a mask made out of cloth does not filter anything, with out the vaccine you still have a 99% survival rate but hey continue to be shepeal",0
GovBadPolicies,@POTUS @JoeBiden Keep your vaccine been exposed yo covid so many times it's not a joke so why would I want a vaccine with covid in it,0
VaxDistributionIssueDueToLocalPolicy,"""President Biden directs states to make all US adults eligible for the COVID-19 vaccine by May 1""  https://t.co/lAINKigwbM",0
VaxDoesMoreHarmThanGood,"@Later64539398 @ASlavitt @PalmerReport You big dummy! COVID-19 is full of danger; up to death. The vaccine is far safer than the disease. Face it, only Lilly-livered cowards won’t get the shot.",0
VaxLessensSymptoms,"Nope, VACCINE DOES NOT STOP YOU FROM GETTING COVID. https://t.co/eEtm4y2U9g",0
VaxDoesntWork,"@MartinIsAKing @Complex What u think gonna happen we gonna have a 0% death rate? Smh , check the flu deaths annually before covid, the vaccine been in use for years.  They seem to be clearly ok with that percentage",0
GovBadPolicies,"@BillKristol @RadioFreeTom @JVLast I wonder if my cousin, who died of Covid just before the vaccine came out, and was a Trumper would have taken gotten the shot.",0
