text,name,Annotation
"Excellent study by Stamatatos et al. looking at the importance of vaccination. Bottom line-Even if you’ve had COVID, get the vaccine! https://t.co/mf72tym7Af",COVIDvaccineonlyreducestheeffectsofCOVID,0
"Note: if you are in line to receive the COVID-19 vaccine at the TN Riverpark, you must wear a mask when exiting your vehicle to use the portable restrooms. Maintain 6 feet distance between others. Questions? Call 423-209-8383. @THPChattanooga @ChattanoogaPD @HamCoTNES https://t.co/UKYYhiUUm4",Vaccine_accessibility_and_distribution,1
Thank you TN Ceal and Meharry COVID Vaccine Team for  agreeing to come to the event and providing Vaccinations on site‼️ https://t.co/saf5As2z5P https://t.co/paz2lRUqum,WhereToGetVaccine,1
Looking for a #COVID #vaccine? CVS pharmacies across California are now open for appointments for those 65 and older. Check availability below - https://t.co/w5wik5EHhC,GettingtheCOVIDvaccine,1
"Thankful to @uaii.clinic for the first dose of the vaccine. Blessed for this moment and can’t help but think of momma Doris #covid_19 #covidvacccine #thankfulgratefulblessed @ United American Indian Involvement, Inc. https://t.co/8qy53olSXT",GotVaccinated,1
"Just amazes me that people can look at the failures of government from local to state to federal levels, both regarding the COVID handling and now the vaccine rollout, and still think “yes, MORE government in our lives is the answer.”

Government can not and will not save you.",AntiCovidVaccine,0
"The Covid vaccine is for hypochondriacs, drug addicts, alcoholics, smokers, junk food junkies and others who don’t give a damn what they put in their bodies.  It is not for the ill-informed who mistakenly trusted the government and it is especially not for the children.",Skepticism_over_the_covid_vaccine,1
COVID-19 vaccine can impact mammogram with 'false positive' https://t.co/WGAhIhx5X8 via @nypost,NewsarticlesaboutCOVIDvaccineprogress,1
Just received a text to confirm my appointment for my second COVID vaccine shot this week and I am super excited!! Just a girl trying to do her part #TeamModerna,GotVaccinated,1
"New COVID vaccine appointments available for 52732 at Clinton, 901 S 4th St, Clinton, IA. Make your appointment at https://t.co/zDv5jbnayu",WhereToGetVaccine,1
Woke up to a notification and was able to schedule my first appointment for the COVID vaccine. Please check to see if you're eligible and schedule your appointment if you can.,Information_about_covid_vaccine_availability_and_appointments,1
"Comparing the Polio Vaccine to therapeutic vaccines like covid or the flu is literally one of the dumbest things on the internet today...

You take the polio Vaccine you don't get polio...you take covid or flu vaccines and you can still get covid or flu..they aren't the same.. https://t.co/LZ6TgYxdrM",AdvocateForVaccine,0
Amazon offers up to $80 to front-line employees getting the COVID-19 vaccine https://t.co/NszLAlXi8f,GetyourCOVIDvaccine,1
"Looking to get the #CovidVaccine
 in Fulton County, GA? There will be a wait, as over 92K are ahead of you in the waiting line.
https://t.co/rArNgoJ7h9",Receiving_first_dose_of_covid_vaccine,1
FDA Approves Third COVID-19 Vaccine Dose for Immunocompromised People https://t.co/XwrnGCVo8E via @democracynow,FDA_Approval_of_covid_vaccine,1
"The United States on Wednesday announced the shipment of the Pfizer vaccine to six Caribbean Community (CARICOM) countries, as part of its commitment to provide “safe and effective vaccines to as many people around the world as fast as possible.” https://t.co/bfq3CxR7TU https://t.co/Gs9LGBoeXi",ProCOVIDvaccine,1
Peter Hotez: America’s long history of anti-science has dangerously undermined the COVID vaccine @dallasnews https://t.co/lDr2525aP1,RepublicansdownplayingCOVID,0
"Amazing how they spin this total disaster, came from a bat cave, we can use it to steal an the election and secure future elections, man eaten by alligator but died of Covid, man dies from vaccine but cause ALS, wtf is the truth anymore https://t.co/H0DY4xEr3K",AntiRepublican,0
"Local health departments, including @KzooCountyHCS don't have stock to expand COVID-19 vaccinations
 https://t.co/VyLsTWyRqc",WhereToGetVaccine,1
@MSNBC @LevinsonJessica @MSNBCDaily This twit is full of nonsense he is the reason that thousands of Americans are dead from covid he snuck and got the vaccine he and his wife sneaks never prosper in Gods eyes put him in prison on a military base for treason,Criticising_The_President,1
We’re expecting Gov. Baker to release a COVID-19 vaccine eligibility timeline for everyone in Massachusetts this morning. https://t.co/vsGBx5ZvKE,Vaccine_accessibility_and_distribution,1
@marenhaynes I am so sorry to hear about your grandparents. I hope they recover and do well. I have this same fear as my mom is in skilled nursing. She had Covid #1 last winter before the vaccine. I HATE what @GovGianforte and the @mtgop is doing to this state. #mtpol,AdvocateForVaccine,0
"Is the vaccine working?

COVID-19 outbreaks and cases in nursing homes and senior care facilities are dropping - a very encouraging sign! Leaders in the industry say more than 80 percent of residents in Virginia have received the vaccine @13NewsNow

https://t.co/dtoRKNhuxR",AdvocateForVaccine,1
"Davidson County, NC:

“At this time, all available appointments are booked.  Please keep checking with the Davidson County Health Department Website”

https://t.co/O8cm2BH5SN",Information_about_covid_vaccine_availability_and_appointments,1
"@nycgov continuation! I am trying fir a week to schedule my COVID-19 Vaccine. Finally they gave me an appointment, but never receive the confirmation. What can you do to help me? I am a mandated Counselor for NYC Department of Education. It’s difficult...",WhereToGetVaccine,1
"Here's my classic ""I Put A Baby In You!"" 

So many Rona Rugrats about to be made thx to this CoVid-19 vaccine. A new Summer Of Love! Take that condom off! Be a real man!
https://t.co/wUDB68JTQj https://t.co/GUGo1p2rQV",GetyourCOVIDvaccine,0
Covid19 vaccine target that covid the flu vaccine target flu the science is perfect is it can I make a vaccine just for your DNA to attack covid and another vaccine for my DNA for covid same vaccine different DNA dog whistle not dog whistle ask Dr rick bright,Skepticism_over_the_covid_vaccine,1
"I have NEVER shared my thoughts on the vaccine or covid period. Everyone has their own opinion- I get it. If Delta is so strong- why does @DrFaucis1 say there is no need to do a shut down again to ""stop the spread""? Did it work or did it not last time? I’m confused.",Saying_that_you_can_still_get_covid_if_you_have_the_vaccine,0
@kilmeade covid Bill so looters can have new Mercedes suvs 2 go looting in luxury.  3000 immigrants a day in queens getting vaccine. Under served my ass they have no problem getting alcohol n drugs n looting.,AntiDemocrat,0
"@jvillepatfan @jackiecy @WillieGreenUSMC @roscoe_biggers This law enforces voting rights law equally amongst everybody to ensure the integrity of the vote. Can’t go to a RNC or DNC convention w/o ID, can’t get COVID vaccine w/o ID, can’t fly w/o it, can’t drink 🥤 w/o it, etc! How is accountability and verification suppression?",BidenadministrationenforcingCOVIDvaccine,1
"I think next stream I want funny videos to watch, if VRChat doesn’t happen after getting my COVID vaccine.",GetyourCOVIDvaccine,0
"I'm watching @JoeNBC on a snow day, and I  call BULLSHIT. Teachers are absolutely not prioritized for getting a COVID vaccine. I have CANCER and can't get vaccinated, and I teach in-person. 

Of course, I live in Missouri where nobody cares about anything but God, guns, &amp; gays.",VaccineEfficacyDenial,0
Pfizer Covid vaccine: FDA clears use in kids ages 12 to 15 https://t.co/UIkYZYYRtR,FDAapprovesCOVIDvaccine,1
@DBrozeLiveFree If he had died from an overdose they would have called it covid... Die a week or two after getting the vaccine they call it an overdose/heart attack. #LIES #NWO 👁️👌🐁🧪🧬💉,VaccineKills,1
yall know the vaccine does not prevent covid right....,AdvocateForVaccine,0
"@hkh11d @MelissaAFrancis Again, do your research. You can get covid &amp; give covid after getting the shot, which is not a vaccine by definition. I am less likely to get it or pass on, it’s time to start shaming someone else. Just got back from sunrise run, have a good day.",COVIDvaccineonlyreducestheeffectsofCOVID,0
All California adults will be eligible for vaccine April 15; 50 and older starting April 1 https://t.co/tkbHikPqqc,WhereToGetVaccine,1
@katiahetter Thank you for the first article I've seen outlining the reality of the vaccine.  Unless you are a front line worker breathing Covid air all day the vaccine doesn't change your life until herd immunity happens.  So those trying to cut the priory line are ignorant.,Saying_that_you_can_still_get_covid_if_you_have_the_vaccine,1
"Had news this week of two Covid deaths of people I know who were in their 30s: a young mother at the last church I pastored and, last night, a 32 year-old cousin. The vaccine isn’t perfect, but the preponderance of evidence says you are better off with it than without it.",ProCOVIDvaccine,1
Inject this game straight into my veins right next to the COVID vaccine I just got 🤯😳,Skepticism_over_the_covid_vaccine,0
"Want to work at CVS Health? We're hiring in Azusa, CA! Click for details: https://t.co/TbTjGb0X6S #HealthyCareer #CVSJob",Information_about_covid_vaccine_availability_and_appointments,0
"@Chrisqj024 @wusapbiatch @TKeery5 @NYCMayor Don't need to be a virologist to understand the basics of a viral vector vaccine. You can read about it on J&amp;J website or CDC or even NPR: 

https://t.co/OvV0dzl6Sg",VaccineEfficacyDenial,0
"EU Vaccine Injury Reporting System Shows More Than 330,000 Adverse Events Following COVID Vaccines — Numbers Keep Climbing https://t.co/my3K963h30",AdvocateForVaccine,0
We got @pdxsecularguy an appointment for the COVID-19 vaccine!!,Receiving_second_vaccine_dose,0
"Thank you, Aymet! ❤️ At CHI, we make sure that every person coming in for a vaccination feels safe and comfortable. If you would like to get the COVID-19 vaccine, make an appointment with us today at https://t.co/M6IDLZlZs9! https://t.co/GdpP8glDUA",Receiving_first_dose_of_covid_vaccine,0
Assisting Commissioner Devan Allen's office with community COVID vaccine registration outreach at BenThanh Plaza. https://t.co/j2CSVpBamv,Receiving_first_dose_of_covid_vaccine,0
Being #unvaccinated isn’t a badge of honor - it’s a badge of death. #COVID #vaccine,AdvocateForVaccine,1
Oneida County announces online tool to help with COVID-19 vaccine data | Local News | https://t.co/dtkC0Iz6wB https://t.co/59kuMw4ZVP,ProCOVIDvaccine,0
"Watch out Canada!!!!!!!!!!!!!!""Health Canada approves use of the Johnson &amp; Johnson COVID-19 vaccine""  https://t.co/Ne3Q9SaUJk",FDAapprovesCOVIDvaccine,1
